id,name,district,total_docks,trips_per_dock,ebs_station,is_ut,lat,lon,transit_nearby,nearest_transit_stop_dist_m,avg_dist_3_nearest_transit_stops_m,jobs_nearby_275m,housing_nearby_275m,housing_nearby_1000m,job_housing_ratio_275m,low_income_access_score,amenities_nearby,avg_dist_3_nearest_amenities_m,park_area_nearby,nearest_park_dist_m,bike_infra_score,retail_nearby,avg_dist_3_nearest_retail_m,entertainment_nearby,avg_dist_3_nearest_entertainment_m,tourism_nearby,avg_dist_3_nearest_tourism_m,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_stations_dist_3_nearest_m,nearest_dining_hall_dist_m,nearest_dorm_dist_m,nearest_dorm_pop,dorm_pop_within_500m,dist_to_west_campus_center_m,in_ut_shape,dist_to_ut_shape_m,ut_shape_area_within_275m,ut_shape_share_of_275m_buffer,ut_shape_touches_275m_buffer,ut_shape_area_within_500m,ut_shape_share_of_500m_buffer,ut_shape_touches_500m_buffer,in_west_campus_shape,dist_to_west_campus_shape_m,west_campus_shape_area_within_275m,west_campus_shape_share_of_275m_buffer,west_campus_shape_touches_275m_buffer,west_campus_shape_area_within_500m,west_campus_shape_share_of_500m_buffer,west_campus_shape_touches_500m_buffer,in_north_campus_shape,dist_to_north_campus_shape_m,north_campus_shape_area_within_275m,north_campus_shape_share_of_275m_buffer,north_campus_shape_touches_275m_buffer,north_campus_shape_area_within_500m,north_campus_shape_share_of_500m_buffer,north_campus_shape_touches_500m_buffer,ut_x_dorm_pop_500m,ut_x_dining_dist,ut_x_transit,ut_x_housing_275m,ut_x_in_ut_shape,ut_x_in_west_campus_shape,ut_x_in_north_campus_shape,ut_x_ut_shape_share_275m,ut_x_west_campus_share_275m,ut_x_north_campus_share_275m
74,south_congress_mary,9,11,271.72727272727275,0,0,30.244961,-97.751272,2,9.06,200.94,959.0,1121.0,3744,0.855486173059768,1.0,10,114.43,0,3403550.32,3.0,20,55.42,7,118.46,0,1184.02,449.89,1.0,3.0,666.81,4439.64,4339.29,130.0,0.0,4839.16,0,3726.39,0.0,0.0,0,0.0,0.0,0,0,4155.51,0.0,0.0,0,0.0,0.0,0,0,5129.48,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
76,zilker_park,8,15,262.6,0,0,30.2659,-97.76822,2,31.18,175.12,51.0,0.0,2568,51.0,1.0,0,307.08,0,3405513.4,3.0,1,297.83,0,510.5,1,300.37,324.94,2.0,5.0,471.37,3566.28,3234.44,980.0,0.0,3201.06,0,3090.74,0.0,0.0,0,0.0,0.0,0,0,2508.28,0.0,0.0,0,0.0,0.0,0,0,3880.37,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
28,w_6th_lavaca,9,7,259.42857142857144,0,0,30.268887,-97.745242,15,32.77,66.51,13709.0,687.0,6877,19.954876273653568,1.0,9,164.59,0,3406264.22,2.0,45,43.22,39,43.22,1,293.91,205.02,6.0,20.0,254.04,1761.88,1661.23,980.0,0.0,2184.59,0,1133.18,0.0,0.0,0,0.0,0.0,0,0,1449.99,0.0,0.0,0,0.0,0.0,0,0,2424.97,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
31,w_8th_congress,9,11,254.9090909090909,0,0,30.2698,-97.74186,8,12.66,132.94,28537.0,0.0,5374,28537.0,1.0,5,111.31,0,3406426.34,3.0,55,15.18,36,17.33,1,283.78,199.34,7.0,18.0,258.43,1541.56,1444.53,130.0,0.0,2142.41,0,850.07,0.0,0.0,0,0.0,0.0,0,0,1269.57,0.0,0.0,0,0.0,0.0,0,0,2237.68,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
38,barton_springs_kinney,9,11,252.1818181818182,0,0,30.262,-97.76118,3,55.38,120.75,859.0,0.0,7316,859.0,1.0,11,109.33,0,3405219.56,3.0,23,47.87,20,47.87,0,773.56,514.08,0.0,5.0,684.14,3303.19,3049.42,980.0,0.0,3218.4,0,2806.68,0.0,0.0,0,0.0,0.0,0,0,2556.85,0.0,0.0,0,0.0,0.0,0,0,3830.13,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
25,w_5th_campbell,9,15,251.7333333333333,0,0,30.27489,-97.76483,4,15.08,116.9,1780.0,0.0,3380,1780.0,1.0,17,92.86,0,3406553.9,3.0,15,44.68,5,46.27,0,797.63,489.12,1.0,2.0,791.45,2840.54,2447.51,980.0,0.0,2248.16,0,2333.24,0.0,0.0,0,0.0,0.0,0,0,1565.85,0.0,0.0,0,0.0,0.0,0,0,2953.14,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
49,e_5th_broadway,3,15,239.53333333333333,0,0,30.2563,-97.71007,2,130.75,216.89,692.0,1122.0,3242,0.6167557932263814,2.0,3,159.22,0,3405551.27,3.0,5,115.07,0,402.17,1,463.19,537.61,0.0,2.0,832.3,3921.78,3606.38,900.0,0.0,5069.74,0,2851.99,0.0,0.0,0,0.0,0.0,0,0,3972.96,0.0,0.0,0,0.0,0.0,0,0,3781.47,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
45,e_11th_san_marcos,1,11,239.1818181818182,0,0,30.26968,-97.73074,5,52.16,73.17,526.0,0.0,3865,526.0,2.0,8,107.46,0,3406620.2,2.0,8,87.76,2,189.78,3,166.63,234.34,2.0,13.0,429.26,1588.11,1358.41,900.0,0.0,2636.31,0,578.18,0.0,0.0,0,0.0,0.0,0,0,1542.3,0.0,0.0,0,0.0,0.0,0,0,1984.67,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
73,south_congress_james,9,7,222.28571428571428,0,0,30.25103,-97.74926,3,71.67,163.37,1168.0,0.0,4493,1168.0,1.0,5,102.78,0,3404247.68,3.0,20,25.29,10,35.65,0,920.44,152.92,3.0,7.0,289.64,3740.3,3641.11,130.0,0.0,4156.34,0,3030.38,0.0,0.0,0,0.0,0.0,0,0,3455.63,0.0,0.0,0,0.0,0.0,0,0,4429.55,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
39,barton_springs_azie_morton,9,15,221.86666666666667,1,0,30.261881964956064,-97.76897665654796,0,456.0,486.84,40.0,0.0,5855,40.0,1.0,9,92.62,0,3405062.39,2.0,2,235.88,0,542.81,1,403.61,328.15,3.0,4.0,380.55,3879.48,3574.69,980.0,0.0,3601.62,0,3422.87,0.0,0.0,0,0.0,0.0,0,0,2911.34,0.0,0.0,0,0.0,0.0,0,0,4266.69,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
69,south_congress_bouldin_creek,9,15,220.8,0,0,30.25495,-97.74755,5,45.88,99.2,1790.0,0.0,3984,1790.0,1.0,2,227.86,0,3404705.74,3.0,14,94.84,5,189.26,0,744.32,312.99,4.0,9.0,351.64,3276.07,3176.54,130.0,0.0,3718.43,0,2566.16,0.0,0.0,0,0.0,0.0,0,0,2993.6,0.0,0.0,0,0.0,0.0,0,0,3967.01,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
26,e_6th_chalmers,3,11,219.1818181818182,0,0,30.26269,-97.72438,6,179.53,188.55,1815.0,0.0,4953,1815.0,3.0,6,154.41,0,3405978.7,2.0,50,27.02,32,27.02,0,740.9,299.05,4.0,8.0,322.09,2549.51,2282.31,900.0,0.0,3623.48,0,1520.59,0.0,0.0,0,0.0,0.0,0,0,2528.31,0.0,0.0,0,0.0,0.0,0,0,2728.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
32,e_8th_lavaca,9,7,215.57142857142856,0,0,30.27059,-97.74441,11,18.93,26.75,10971.0,0.0,5374,10971.0,1.0,5,162.87,0,3406464.87,2.0,21,153.1,14,159.27,2,281.23,205.02,5.0,21.0,256.01,1557.54,1459.85,980.0,0.0,2007.14,0,944.76,0.0,0.0,0,0.0,0.0,0,0,1245.66,0.0,0.0,0,0.0,0.0,0,0,2220.36,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
70,south_congress_academy,9,11,189.72727272727272,0,0,30.25226,-97.74854,2,30.09,156.78,2897.0,0.0,4493,2897.0,1.0,6,75.43,0,3404394.82,3.0,16,98.43,6,146.92,0,864.0,152.92,3.0,9.0,289.9,3589.04,3489.2,130.0,0.0,4017.82,0,2877.89,0.0,0.0,0,0.0,0.0,0,0,3306.08,0.0,0.0,0,0.0,0.0,0,0,4279.69,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
33,e_8th_red_river,9,11,186.9090909090909,0,0,30.26854,-97.73646,3,137.43,181.13,5207.0,309.0,2680,16.851132686084142,1.0,7,109.24,0,3406389.75,2.0,54,21.61,43,21.61,2,278.11,199.45,4.0,17.0,266.51,1603.28,1470.31,130.0,0.0,2453.93,0,798.24,0.0,0.0,0,0.0,0.0,0,0,1432.51,0.0,0.0,0,0.0,0.0,0,0,2276.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
72,south_congress_elizabeth,9,11,178.63636363636363,0,0,30.24891,-97.75019,2,38.22,148.71,1513.0,0.0,3415,1513.0,1.0,1,311.43,0,3403999.86,3.0,28,41.36,12,51.14,0,1030.08,251.43,3.0,5.0,368.38,3991.55,3892.53,130.0,0.0,4395.48,0,3281.68,0.0,0.0,0,0.0,0.0,0,0,3705.9,0.0,0.0,0,0.0,0.0,0,0,4680.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
53,e_6th_chicon,3,11,171.63636363636363,0,0,30.259718,-97.723198,4,36.64,83.71,735.0,0.0,4684,735.0,2.0,10,50.06,0,3405677.61,2.0,12,164.26,11,212.87,0,772.98,53.89,3.0,7.0,297.3,2894.26,2630.2,900.0,0.0,3954.94,0,1865.72,0.0,0.0,0,0.0,0.0,0,0,2863.3,0.0,0.0,0,0.0,0.0,0,0,3067.61,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
47,e_2nd_pedernales,3,11,162.0909090909091,0,0,30.25542,-97.71665,2,111.9,209.18,197.0,966.0,3415,0.2039337474120083,3.0,3,192.84,0,3405332.57,2.0,11,125.58,6,175.34,1,322.05,431.84,1.0,4.0,620.75,3620.78,3333.41,900.0,0.0,4717.0,0,2595.73,0.0,0.0,0,0.0,0.0,0,0,3619.74,0.0,0.0,0,0.0,0.0,0,0,3654.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
6,e_13th_trinity_waterloo_greenway,9,11,154.0909090909091,0,0,30.2741,-97.73666,3,161.21,165.82,1016.0,0.0,1697,1016.0,1.0,2,281.42,0,3406990.63,3.0,3,66.36,1,266.39,0,477.27,153.45,4.0,14.0,296.83,986.8,855.77,130.0,0.0,1906.43,0,215.0,12550.56,0.0529,1,120478.81,0.1536,1,0,837.14,0.0,0.0,0,0.0,0.0,0,0,1702.83,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
30,w_6th_west,9,15,152.4,0,0,30.27041,-97.75046,5,10.81,111.07,4888.0,1500.0,7206,3.2586666666666666,1.0,6,146.39,0,3406332.96,2.0,39,15.27,36,15.27,0,617.75,273.99,4.0,15.0,294.57,1915.73,1692.45,980.0,0.0,2025.08,0,1442.48,0.0,0.0,0,0.0,0.0,0,0,1437.33,0.0,0.0,0,0.0,0.0,0,0,2490.34,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
1,e_10th_red_river,9,15,149.26666666666668,0,0,30.27024,-97.73578,2,99.85,167.52,3019.0,309.0,3495,9.770226537216828,1.0,4,112.33,0,3406587.26,2.0,17,63.15,14,73.1,1,316.0,199.45,6.0,15.0,279.35,1418.02,1281.4,130.0,0.0,2316.64,0,598.91,0.0,0.0,0,0.0,0.0,0,0,1268.53,0.0,0.0,0,0.0,0.0,0,0,2077.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
48,e_4th_chicon,3,19,141.73684210526315,0,0,30.25987,-97.72373,4,41.89,85.27,1351.0,0.0,4314,1351.0,2.0,10,79.45,0,3405684.21,2.0,12,166.81,10,209.08,0,792.87,53.89,3.0,7.0,270.16,2856.32,2595.64,900.0,0.0,3911.22,0,1828.41,0.0,0.0,0,0.0,0.0,0,0,2820.88,0.0,0.0,0,0.0,0.0,0,0,3045.7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
3,e_11th_salina,1,11,121.0909090909091,0,0,30.26638,-97.7214,5,84.51,133.92,308.0,0.0,4296,308.0,2.0,3,144.35,0,3406435.51,2.0,2,240.05,1,308.64,0,641.8,393.89,2.0,7.0,543.23,2365.16,2058.64,900.0,0.0,3509.15,0,1367.21,0.0,0.0,0,0.0,0.0,0,0,2413.43,0.0,0.0,0,0.0,0.0,0,0,2365.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
61,one_texas_center,9,15,113.53333333333332,0,0,30.257653,-97.74898,9,117.71,129.45,257.0,0.0,4549,257.0,1.0,3,235.15,0,3404973.12,3.0,9,161.49,2,213.67,0,567.35,204.84,4.0,11.0,280.01,3043.43,2953.26,130.0,0.0,3421.81,0,2357.62,0.0,0.0,0,0.0,0.0,0,0,2745.06,0.0,0.0,0,0.0,0.0,0,0,3719.48,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
67,rosewood_angelina,1,11,104.8181818181818,0,0,30.26888,-97.72431,3,18.2,100.17,141.0,639.0,4813,0.22065727699530516,2.0,13,96.0,0,3406653.05,2.0,10,30.32,5,30.32,1,340.85,393.89,2.0,6.0,471.93,1974.26,1673.46,900.0,0.0,3115.27,0,973.51,0.0,0.0,0,0.0,0.0,0,0,2019.85,0.0,0.0,0,0.0,0.0,0,0,2046.54,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
4,e_11th_san_jacinto,9,11,100.54545454545456,0,0,30.27193,-97.73854,3,38.41,117.6,15006.0,309.0,3309,48.56310679611651,3.0,4,112.44,0,3406719.69,3.0,3,162.16,1,298.22,1,301.78,179.04,7.0,15.0,250.96,1238.32,1120.88,130.0,0.0,2028.69,0,498.1,0.0,0.0,0,44.03,0.0001,1,0,1026.8,0.0,0.0,0,0.0,0.0,0,0,1955.56,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
5,e_12th_san_jacinto_state_cap_visitors_garage,9,11,99.36363636363636,0,0,30.273499,-97.738097,4,126.36,134.63,1688.0,0.0,2622,1688.0,2.0,2,169.36,0,3406898.55,2.0,4,170.21,1,308.13,1,405.39,153.45,4.0,14.0,217.86,1060.46,941.88,130.0,0.0,1892.71,0,319.44,0.0,0.0,0,46603.79,0.0594,1,0,861.89,0.0,0.0,0,0.0,0.0,0,0,1778.91,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
34,e_8th_trinity,9,15,95.66666666666669,0,0,30.26895625697814,-97.7386856328997,6,20.39,57.42,21083.0,309.0,3309,68.22977346278317,1.0,4,196.83,0,3406393.61,3.0,71,136.34,61,136.34,2,274.52,219.03,7.0,19.0,284.02,1567.11,1446.76,130.0,0.0,2326.13,0,817.2,0.0,0.0,0,0.0,0.0,0,0,1353.22,0.0,0.0,0,0.0,0.0,0,0,2285.2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
46,e_11th_waller,1,11,84.63636363636364,0,0,30.26899800040119,-97.72843433423913,3,72.9,93.4,501.0,0.0,3865,501.0,2.0,3,198.27,0,3406589.0,3.0,14,45.84,5,65.62,2,272.17,234.34,2.0,10.0,404.45,1749.17,1489.76,900.0,0.0,2834.7,0,720.45,0.0,0.0,0,0.0,0.0,0,0,1736.27,0.0,0.0,0,0.0,0.0,0,0,2028.21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
