name,total_docks,trips_per_dock,ebs_station,transit_nearby,nearest_transit_stop_dist_m,jobs_nearby,housing_nearby,low_income_access_score,amenities_nearby,park_area_nearby,nearest_park_dist_m,bike_infra_score,retail_nearby,entertainment_nearby,tourism_nearby,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_stations_dist_3_nearest_m,is_ut,nearest_dining_hall_dist_m,nearest_dorm_dist_m,nearest_dorm_pop,dorm_pop_within_500m,lat,lon
w_22nd_pearl,23,1062.1304347826087,0,-0.5374980526915426,-0.9729730304671206,-0.47817577400112493,1.0588278665480964,2.0,0.9265198409374698,-0.39593628305513434,0.04225160673859748,3.0,-0.649157141634704,-0.5422779906154418,-0.643016524421848,-0.9439279438127848,-0.12758018642189942,-0.09016696346674309,-0.6096604326962346,1,-1.0952500899992879,-1.2171875979777944,0.8568702981896665,-0.3092243265979277,30.2853,-97.7467
rainey_cummings,19,800.2631578947369,0,-1.4271500019740957,2.654907268910189,-0.49286177688613286,-0.5530842280661995,2.0,-0.10374160381153133,0.5652159172111059,-1.3889626484108473,3.0,-0.5929124795436105,-0.4649631087851214,-0.643016524421848,1.931401829228307,-1.2758018642189937,-0.9557698127474781,0.934554724685511,0,0.6732578961328323,0.7448474817353222,-1.3450301993417235,-0.3092243265979277,30.255906,-97.739949
w_3rd_west,11,671.0,0,-0.09267207805026602,0.5027909797898958,-0.12519337524734495,-0.5530842280661995,1.0,1.1840852021247201,0.07782965321287667,-1.178101413453649,3.0,0.5882254243693525,0.5401303550090439,-0.643016524421848,-0.47775004293752643,1.0206414913751949,0.5590351734938082,-0.7774909024660871,0,0.012037477329511933,0.005332393242828333,0.8568702981896665,-0.3092243265979277,30.2678,-97.75189
w_3rd_nueces,11,613.0909090909091,0,0.35215389659101054,-0.870873852640659,0.24696721550921014,2.245374269528064,1.0,1.4416505633119703,-0.04947058059735741,-1.1557881973261266,3.0,1.4881400178268482,1.1586494096516073,-0.643016524421848,-0.3072124835869158,0.4465306524766477,1.424638022774543,-0.4495929761011738,0,-0.05201442966547697,-0.017531064331600336,0.8568702981896665,-0.3092243265979277,30.26697,-97.74929
riverside_south_lamar,19,582.3684210526316,0,-0.9823240273328191,0.6184011360840939,-0.18169129222849328,-0.5530842280661995,1.0,1.1840852021247201,1.489050634183984,-1.3577080352069535,3.0,-0.48042315536142355,-0.3103333451244806,-0.643016524421848,0.21963922291701968,-0.7016910253204465,-0.5229683881071105,0.23506886133375002,0,0.49113294548859004,0.47039982203222536,0.8568702981896665,-0.3092243265979277,30.26446,-97.75665
e_6th_medina,11,572.1818181818181,0,-0.09267207805026602,0.3300695523509962,-0.040360111523357695,-0.5530842280661995,2.0,0.15382375737571893,-0.39593628305513434,1.0762046914828787,4.0,0.8132040727337265,0.46281547317872357,-0.643016524421848,1.2755770209846,-1.2758018642189937,0.3426344611736244,0.5558318194179392,0,-0.08228446517986794,-0.07820108727329206,0.6496326043043592,-0.3092243265979277,30.26455,-97.73165
nash_hernandez_east_rbj_south,11,569.3636363636364,0,-0.5374980526915426,0.3072104374299072,-0.605339281334841,0.07750175339170783,3.0,-1.1340030485605324,1.2931393836124234,-1.3845859285206115,4.0,-0.9303804520901714,-0.7742226361064031,-0.643016524421848,2.646351578987773,-1.2758018642189937,-1.6049719497080293,2.6934412926666873,0,1.0241926784644229,1.077753498257961,0.6496326043043592,-0.3092243265979277,30.252,-97.7346
plaza_saltillo,15,502.8,0,-0.5374980526915426,-0.8659076551498154,-0.311100894121093,2.5084293683019245,2.0,0.15382375737571893,-0.39593628305513434,1.5967121459137068,3.0,1.2631613694624744,1.1586494096516073,-0.643016524421848,-0.07207910566288675,-0.7016910253204465,-0.30656767578692684,-0.11512347486708417,0,0.2265011765775507,0.19918349270239918,0.6496326043043592,-0.3092243265979277,30.26217,-97.72743
lakeshore_lady_bird_ln,11,474.3636363636364,0,-1.4271500019740957,2.540173500408493,-0.6037842927940755,-0.5530842280661995,2.0,-1.1340030485605324,-0.3586187997617724,-0.6951585671604908,3.0,-0.8741357899990779,-0.7742226361064031,-0.643016524421848,2.26459147816825,-1.2758018642189937,-1.6049719497080293,3.204374431213744,0,1.8421660994030933,1.8421067462196596,0.6496326043043592,-0.3092243265979277,30.24478312140979,-97.72319224423872
w_7th_congress_w_6th_congress,17,466.4117647058824,1,0.35215389659101054,0.09994472450322775,3.4035939532632775,-0.5530842280661995,1.0,-0.6188723261860319,-0.39593628305513434,0.2879117924795129,3.0,2.894256570104185,3.0142065735792976,1.8595342733280469,-0.7900030123984574,1.5947523302737419,1.6410387350947269,-0.9888435685466481,0,-0.3856601733942025,-0.30139266652215796,-1.3450301993417235,-0.3092243265979277,30.26822,-97.74285
e_23rd_san_jacinto_dkr_stadium,23,459.0,0,2.1314577951561167,-0.9506251417583242,-0.5405480921362764,-0.5530842280661995,2.0,-0.3613069649987816,-0.39593628305513434,1.0503202867332622,3.0,-0.536667817452517,-0.5422779906154418,1.8595342733280469,0.7740513746309933,-0.7016910253204465,-0.09016696346674309,0.22275634003382533,1,-1.468073420792318,-1.361383920701444,-0.6715076942144748,0.30999594063809716,30.2856,-97.7335
lakeshore_pleasant_valley,15,448.4,0,-0.5374980526915426,-0.650535355142494,-0.6086220349209016,-0.5530842280661995,2.0,0.15382375737571893,0.7776487360537929,-1.316894450954446,3.0,-0.9303804520901714,-0.7742226361064031,-0.643016524421848,2.26459147816825,-1.2758018642189937,-1.6049719497080293,3.8470725770114385,0,2.192119842537646,2.1737058691246647,0.6496326043043592,-0.3092243265979277,30.24258,-97.71726
rainey_driskill,11,444.45454545454544,0,-0.5374980526915426,-0.21876830270326605,-0.5132494044206145,-0.5530842280661995,2.0,0.6689544797502195,-0.17843182998444734,-0.8907147080229989,2.0,0.02577880345841778,0.38550059134840314,-0.643016524421848,1.8637199604570824,-1.2758018642189937,-0.30656767578692684,0.7666887528538346,0,0.21374055803637346,0.27708727763486624,-1.3450301993417235,-0.3092243265979277,30.260814,-97.738086
w_5th_bowie,15,436.73333333333335,0,0.35215389659101054,-0.4350169905030892,0.6372693392413633,3.7714669702161356,1.0,0.15382375737571893,-0.2132024227266303,-1.2166058080708173,3.0,0.3632467760049787,-0.15570358146383975,-0.643016524421848,-0.47775004293752643,1.0206414913751949,-0.09016696346674309,-0.7343051974289422,0,-0.029201713844509102,-0.07142965495775004,0.8568702981896665,-0.3092243265979277,30.2696,-97.75332
