id,name,district,total_docks,trips_per_dock,ebs_station,is_ut,lat,lon,transit_nearby,nearest_transit_stop_dist_m,avg_dist_3_nearest_transit_stops_m,jobs_nearby_275m,housing_nearby_275m,housing_nearby_1000m,job_housing_ratio_275m,low_income_access_score,amenities_nearby,avg_dist_3_nearest_amenities_m,park_area_nearby,nearest_park_dist_m,bike_infra_score,retail_nearby,avg_dist_3_nearest_retail_m,entertainment_nearby,avg_dist_3_nearest_entertainment_m,tourism_nearby,avg_dist_3_nearest_tourism_m,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_stations_dist_3_nearest_m,nearest_dining_hall_dist_m,nearest_dorm_dist_m,nearest_dorm_pop,dorm_pop_within_500m,min_dist_to_ut_hotspot_m,avg_dist_3_nearest_ut_hotspot_m,ut_hotspot_within_300m,ut_hotspot_within_500m,min_dist_to_wampus_hotspot_m,avg_dist_3_nearest_wampus_hotspot_m,wampus_hotspot_within_300m,wampus_hotspot_within_500m,dist_to_west_campus_center_m,ut_x_dorm_pop_500m,ut_x_dining_dist,ut_x_transit,ut_x_housing_275m,ut_x_ut_hotspots_300m,ut_x_wampus_hotspots_300m
26,e_6th_chalmers,3,11,219.1818181818182,0,0,30.26269,-97.72438,6,208.29,218.5,1778.0,0.0,3987,1778.0,3.0,4,178.94,0,3405978.7,2.0,46,31.32,31,31.32,0,860.23,346.08,3.0,7.0,373.89,2961.76,2652.3,900.0,0.0,2490.66,2664.56,0,0,3514.69,3634.32,0,0,4206.22,0.0,0.0,0,0.0,0,0
32,e_8th_lavaca,9,7,215.57142857142856,0,0,30.27059,-97.74441,10,21.91,31.07,10963.0,0.0,5374,10963.0,1.0,2,189.25,0,3406464.87,2.0,9,177.57,5,184.55,2,326.53,238.24,4.0,19.0,297.07,1809.48,1697.52,980.0,0.0,1717.59,1765.55,0,0,1726.01,1890.02,0,0,2334.18,0.0,0.0,0,0.0,0,0
70,south_congress_academy,9,11,189.72727272727272,0,0,30.25226,-97.74854,2,34.88,182.22,2124.0,0.0,2655,2124.0,1.0,6,87.47,0,3404394.82,3.0,13,114.33,6,170.64,0,1003.22,177.62,3.0,7.0,336.85,4171.72,4055.22,130.0,0.0,4062.59,4104.95,0,0,4117.72,4282.29,0,0,4672.53,0.0,0.0,0,0.0,0,0
33,e_8th_red_river,9,11,186.9090909090909,0,0,30.26854,-97.73646,3,159.63,209.87,4001.0,309.0,1921,12.94822006472492,1.0,5,126.8,0,3406389.75,2.0,34,25.05,27,25.05,1,322.82,231.82,4.0,16.0,309.2,1864.64,1709.98,130.0,0.0,1653.48,1741.69,0,0,2164.5,2310.15,0,0,2851.37,0.0,0.0,0,0.0,0,0
72,south_congress_elizabeth,9,11,178.63636363636363,0,0,30.24891,-97.75019,2,44.25,172.73,1294.0,0.0,2355,1294.0,1.0,0,361.6,0,3403999.86,3.0,20,47.97,10,59.24,0,1196.17,292.15,2.0,4.0,428.08,4639.38,4523.83,130.0,0.0,4531.74,4572.66,0,0,4570.19,4734.65,0,0,5111.58,0.0,0.0,0,0.0,0,0
53,e_6th_chicon,3,11,171.63636363636363,0,0,30.259718,-97.723198,3,42.49,97.15,692.0,0.0,4314,692.0,2.0,8,58.2,0,3405677.61,2.0,5,190.72,4,247.26,0,897.36,62.38,2.0,6.0,344.89,3362.46,3056.63,900.0,0.0,2895.54,3069.0,0,0,3898.34,4021.49,0,0,4591.54,0.0,0.0,0,0.0,0,0
47,e_2nd_pedernales,3,11,162.0909090909091,0,0,30.25542,-97.71665,2,129.92,242.43,197.0,966.0,2703,0.2039337474120083,3.0,2,223.37,0,3405332.57,2.0,8,145.83,5,203.29,1,373.1,501.7,0.0,4.0,719.47,4204.7,3871.93,900.0,0.0,3682.28,3872.19,0,0,4784.67,4901.5,0,0,5474.88,0.0,0.0,0,0.0,0,0
6,e_13th_trinity_waterloo_greenway,9,11,154.0909090909091,0,0,30.2741,-97.73666,3,187.41,192.72,935.0,0.0,1124,935.0,1.0,1,326.57,0,3406990.63,3.0,3,77.02,1,309.63,0,554.55,177.74,2.0,9.0,344.72,1147.69,995.27,130.0,0.0,959.35,1060.92,0,0,1519.55,1652.14,0,0,2214.02,0.0,0.0,0,0.0,0,0
30,w_6th_west,9,15,152.4,0,0,30.27041,-97.75046,4,12.57,128.81,4588.0,0.0,6786,4588.0,1.0,6,169.69,0,3406332.96,2.0,31,17.69,30,17.69,0,715.36,317.85,4.0,11.0,341.69,2222.83,1965.77,980.0,0.0,2099.21,2200.78,0,0,1886.34,2045.53,0,0,2355.06,0.0,0.0,0,0.0,0,0
1,e_10th_red_river,9,15,149.26666666666668,0,0,30.27024,-97.73578,2,116.12,194.27,2934.0,309.0,1234,9.495145631067961,1.0,3,130.29,0,3406587.26,2.0,14,73.2,11,84.85,1,366.52,231.82,4.0,13.0,323.92,1649.15,1490.29,130.0,0.0,1425.64,1516.59,0,0,1998.92,2138.73,0,0,2691.2,0.0,0.0,0,0.0,0,0
48,e_4th_chicon,3,19,141.73684210526315,0,0,30.25987,-97.72373,3,48.69,99.11,214.0,0.0,4314,214.0,2.0,8,92.12,0,3405684.21,2.0,5,193.85,4,242.98,0,920.36,62.38,2.0,5.0,313.47,3318.57,3016.63,900.0,0.0,2859.36,3030.51,0,0,3847.43,3971.6,0,0,4540.97,0.0,0.0,0,0.0,0,0
3,e_11th_salina,1,11,121.0909090909091,0,0,30.26638,-97.7214,4,97.82,155.26,296.0,0.0,2655,296.0,2.0,2,167.58,0,3406435.51,2.0,2,278.55,1,357.87,0,743.55,456.91,1.0,6.0,629.81,2745.27,2390.36,900.0,0.0,2185.13,2384.07,0,0,3396.55,3496.77,0,0,4070.83,0.0,0.0,0,0.0,0,0
61,one_texas_center,9,15,113.53333333333332,0,0,30.257653,-97.74898,7,136.33,150.08,257.0,0.0,2648,257.0,1.0,2,272.83,0,3404973.12,3.0,7,187.18,2,247.68,0,658.3,238.04,3.0,8.0,324.89,3536.76,3431.42,130.0,0.0,3454.9,3477.32,0,0,3436.11,3600.5,0,0,3979.49,0.0,0.0,0,0.0,0,0
67,rosewood_angelina,1,11,104.8181818181818,0,0,30.26888,-97.72431,2,21.09,115.95,132.0,639.0,2460,0.20657276995305165,2.0,5,111.49,0,3406653.05,2.0,9,35.12,5,35.12,1,394.9,456.91,2.0,6.0,546.48,2291.84,1943.53,900.0,0.0,1749.33,1942.57,0,0,2940.34,3040.17,0,0,3613.93,0.0,0.0,0,0.0,0,0
4,e_11th_san_jacinto,9,11,100.54545454545456,0,0,30.27193,-97.73854,3,44.63,136.32,8935.0,0.0,3309,8935.0,3.0,4,130.56,0,3406719.69,3.0,2,187.9,0,345.38,1,349.93,208.16,7.0,13.0,291.14,1440.08,1303.3,130.0,0.0,1294.02,1371.23,0,0,1672.19,1820.1,0,0,2357.38,0.0,0.0,0,0.0,0,0
5,e_12th_san_jacinto_state_cap_visitors_garage,9,11,99.36363636363636,0,0,30.273499,-97.738097,4,146.57,156.28,1688.0,0.0,1697,1688.0,2.0,2,196.78,0,3406898.55,2.0,3,197.21,1,357.15,1,470.55,177.74,4.0,13.0,252.55,1233.27,1095.19,130.0,0.0,1088.79,1166.29,0,0,1507.5,1649.93,0,0,2198.86,0.0,0.0,0,0.0,0,0
34,e_8th_trinity,9,15,95.66666666666669,0,0,30.26895625697814,-97.7386856328997,6,23.59,66.49,21029.0,309.0,2494,68.05501618122977,1.0,2,228.5,0,3406393.61,3.0,40,158.55,36,158.55,1,318.88,253.5,6.0,15.0,328.85,1822.46,1682.33,130.0,0.0,1659.53,1741.95,0,0,2028.25,2180.69,0,0,2703.61,0.0,0.0,0,0.0,0,0
46,e_11th_waller,1,11,84.63636363636364,0,0,30.26899800040119,-97.72843433423913,3,84.49,108.16,432.0,0.0,3556,432.0,2.0,2,229.65,0,3406589.0,3.0,12,53.14,5,76.1,1,315.37,271.3,2.0,8.0,468.85,2032.15,1731.67,900.0,0.0,1590.76,1752.29,0,0,2602.59,2716.57,0,0,3290.01,0.0,0.0,0,0.0,0,0
