name,shape
wampus,"POLYGON((-97.73945986189818 30.30085111306725, -97.73812271284245 30.302780157299523, -97.74296537335702 30.30507967425149, -97.7470772908938 30.298624909129828, -97.74849349725366 30.29808763282282, -97.74892265069604 30.29678451747635, -97.74799997079492 30.294765046470637, -97.74694854486108 30.29293081199615, -97.7475279020083 30.29224528121459, -97.75070673669293 30.291445232161244, -97.75268069391649 30.288786609873352, -97.75318682048297 30.28558332214186, -97.75208247287715 30.283676046098204, -97.75002253635371 30.283842811836966, -97.74634706189677 30.28287927254497, -97.74187434296482 30.281698956787988, -97.73986305578933 30.28112294142198, -97.73954302493468 30.283578403184162, -97.741926660767 30.283884404701148, -97.74171575250006 30.286386384176794, -97.74129393596616 30.29216832819576, -97.74264068334074 30.29562977467378, -97.73945986189818 30.30085111306725))"
