name,lat,lon
26_rio,30.290760603228417,-97.7443384978589324
24_rio,30.287972688456712,-97.74469584644534
22_nueces,30.285150164954498,-97.74393694186394
21_nueces,30.283977588725637,-97.74411023310284
23_nueces,30.286612364085535,-97.74380164663371
23_pearl,30.287266051492562,-97.74634903608944
25_san_gabriel,30.289524951042033,-97.74770918750991
leon_25.5,30.290054769149016,-97.74920125922529
25_nueces,30.289202530845106,-97.74303065334402
