count,lat,lon
855,30.3680403,-98.1172101
1083,30.25118,-97.9522952
911,30.286429,-97.971057
1408,30.2600512,-98.0247152
740,30.1884811,-97.8958799
481,30.1916249,-97.914771
759,30.1924564,-97.9016538
481,30.2007407,-97.9014425
654,30.1876407,-97.8877829
775,30.1851523,-97.8767129
464,30.3397003,-97.985351
798,30.3444135,-97.9919691
642,30.3449128,-97.9776946
1260,30.3256499,-97.9849893
1425,30.3164043,-97.9624568
294,30.1660102,-97.8552489
626,30.1562388,-97.8574138
1033,30.1519006,-97.845113
1038,30.1576563,-97.8393753
353,30.1608906,-97.8484161
693,30.4654687,-97.9901454
622,30.444791,-97.9896934
251,30.4371716,-98.0049554
1226,30.4248071,-98.0056038
752,30.434577,-98.022071
683,30.4976157,-97.9023185
775,30.384099,-97.9981721
381,30.4719551,-97.9314518
943,30.4306046,-97.95975
1171,30.3381903,-97.7057278
709,30.3422016,-97.7117664
582,30.343709,-97.7010959
503,30.3475531,-97.707704
974,30.3559507,-97.7126267
577,30.3564425,-97.7045101
384,30.3596238,-97.7099045
513,30.3257814,-97.688573
1000,30.3266444,-97.680705
1201,30.3463938,-97.68552
606,30.3513395,-97.6788215
481,30.3412558,-97.6916723
369,30.3533277,-97.6888401
721,30.3677025,-97.7294557
656,30.361396,-97.736768
754,30.3709797,-97.7346218
890,30.3664207,-97.7234381
915,30.3554686,-97.7182668
699,30.357715,-97.7260069
351,30.3661798,-97.7011105
276,30.3640659,-97.7057046
741,30.3615461,-97.7013235
274,30.3654608,-97.7096301
359,30.3727881,-97.7199207
843,30.3677726,-97.7144025
775,30.375428,-97.7141391
749,30.3737784,-97.7171922
667,30.373863,-97.7077147
738,30.3784877,-97.7024942
700,30.3842914,-97.7110517
814,30.3695822,-97.6977911
520,30.3760876,-97.6964877
267,30.3780333,-97.6925235
900,30.369921,-97.7015678
618,30.3755002,-97.6839264
820,30.3644157,-97.6894706
253,30.3703661,-97.6876942
881,30.367527,-97.6891374
240,30.3812655,-97.6802163
532,30.3875316,-97.6785511
964,30.4000489,-97.6816424
631,30.4085614,-97.6869949
591,30.4220465,-97.7203403
535,30.4271204,-97.7270003
644,30.4167388,-97.7262953
728,30.4140479,-97.7128669
815,30.4196744,-97.7127716
735,30.3765768,-97.6682203
461,30.3832595,-97.6693418
388,30.3570029,-97.68056
1180,30.3696159,-97.6737757
1222,30.3619813,-97.678455
573,30.3547647,-97.675545
525,30.3876304,-97.7031289
548,30.389777,-97.6955838
644,30.3993989,-97.699842
983,30.3944477,-97.7038707
147,30.3938058,-97.6995756
1463,30.3957942,-97.6903757
311,30.3852552,-97.690599
598,30.4376085,-97.711903
639,30.4312879,-97.7190377
344,30.4219858,-97.6985626
618,30.4159575,-97.6896781
694,30.41657,-97.6762212
653,30.4174026,-97.681335
495,30.4108566,-97.7044132
581,30.4142999,-97.6999789
1305,30.4122241,-97.695276
1121,30.4467166,-97.6789744
536,30.4383017,-97.6800045
2151,30.3712927,-97.6023406
1359,30.3455321,-97.627693
854,30.3820463,-97.5502382
1314,30.3566395,-97.5689832
734,30.4519226,-97.5098128
1475,30.4205165,-97.5515785
1706,30.4401184,-97.54538
777,30.4542903,-97.6390735
844,30.4520633,-97.6500406
813,30.4603664,-97.64134
831,30.4662437,-97.63967
1065,30.4479395,-97.623758
360,30.4509135,-97.6341711
1229,30.4590944,-97.6267564
746,30.4320193,-97.680986
1118,30.4325391,-97.673095
1073,30.450066,-97.7030334
319,30.4376615,-97.6866877
626,30.4393593,-97.6910329
432,30.3581886,-97.694045
634,30.3526208,-97.6935937
99,30.3552366,-97.6974369
530,30.349891,-97.6957848
662,30.3473691,-97.699134
244,30.3519268,-97.7021453
593,30.3339028,-97.6977217
877,30.3308302,-97.6910784
1010,30.3284539,-97.699033
1326,30.3247377,-97.7012658
1274,30.3806358,-97.6485117
696,30.373161,-97.6517612
2160,30.3584142,-97.6613003
702,30.3417916,-97.6513923
678,30.3366945,-97.6648121
504,30.3333438,-97.6761858
1183,30.392312,-97.6673246
842,30.3835303,-97.6554838
774,30.3841206,-97.6617497
731,30.404245,-97.6500993
2441,30.3972428,-97.6474639
997,30.4123175,-97.6630974
228,30.3912267,-97.6559894
1190,30.4000197,-97.6645181
362,30.4439939,-97.6601373
1135,30.4396877,-97.6500055
3664,30.4301484,-97.663273
1038,30.4111153,-97.6430378
642,30.4184988,-97.6541239
1004,30.4253426,-97.6505522
924,30.4302032,-97.632624
338,30.4340284,-97.6428301
258,30.433296,-97.6277408
278,30.439274,-97.6403719
275,30.4366947,-97.6342506
986,30.4288638,-97.618586
186,30.443039,-97.6351425
459,30.4370557,-97.6228607
679,30.4251934,-97.6389603
975,30.4191418,-97.6355939
708,30.4143113,-97.6281881
1877,30.4148189,-97.5981651
1847,30.3996024,-97.6150925
2721,30.3843831,-97.628325
1271,30.3712916,-97.6410467
1121,30.4311133,-97.6920732
352,30.4357046,-97.6929071
1110,30.4254636,-97.6933457
847,30.4235712,-97.6847641
1328,30.4050765,-97.7069675
1604,30.3974697,-97.7129951
850,30.4085967,-97.7242507
1655,30.4035607,-97.721309
2844,30.3859032,-97.7260439
556,30.4536578,-97.6920883
1508,30.452333,-97.6864195
936,30.459202,-97.6842684
1344,30.4704077,-97.6794802
391,30.4464063,-97.6711976
895,30.4413872,-97.6729203
245,30.4578674,-97.6721802
1656,30.4078569,-97.4406984
3605,30.3779139,-97.5003421
1522,30.3574773,-97.5254796
516,30.4976035,-97.5923565
246,30.4872071,-97.6163717
762,30.4861454,-97.59702
2092,30.4715763,-97.6078609
326,30.4809466,-97.6211712
1235,30.4777105,-97.6349758
491,30.4657197,-97.6225017
872,30.4734146,-97.6271679
617,30.4486568,-97.6122968
379,30.4741622,-97.6476973
1156,30.4735171,-97.6597701
893,30.4625119,-97.6582189
632,30.4502166,-97.660526
1528,30.488945,-97.5637877
1435,30.4908724,-97.5777846
463,30.470898,-97.5769043
655,30.4764641,-97.5842693
2131,30.4779754,-97.5597224
2418,30.4665938,-97.5613484
994,30.4547865,-97.5673635
811,30.4477558,-97.5763746
1139,30.4607081,-97.5892047
489,30.4373117,-97.5915846
0,30.1946633,-97.666661
