job_count,lat,lon
34,30.2647898,-97.7688568
25,30.2658389,-97.7751242
1574,30.2645953,-97.7811968
687,30.2646509,-97.784018
640,30.2612486,-97.7873282
16,30.2592639,-97.7857181
353,30.345862,-97.8032348
1332,30.3479221,-97.7984826
49,30.3407773,-97.8121453
7,30.3390958,-97.8095856
1,30.3446007,-97.808847
3,30.3355928,-97.8126635
4,30.3468993,-97.8048569
1475,30.3382941,-97.8070259
2,30.3466378,-97.8065143
9,30.3250683,-97.8278628
1,30.3222538,-97.8262597
3,30.3220747,-97.8279266
4,30.3278971,-97.8478742
3,30.3237168,-97.8477716
105,30.3169231,-97.8480115
27,30.3128222,-97.8375035
2,30.3206083,-97.8302614
3,30.3163604,-97.8315668
856,30.3112144,-97.8305965
3,30.3082081,-97.8322768
355,30.3334539,-97.8091624
110,30.3346748,-97.8111169
4,30.3287753,-97.8163648
275,30.3090068,-97.8431135
5,30.3048785,-97.8340913
655,30.3044838,-97.8303923
151,30.303564,-97.8282235
1566,30.299811,-97.8310062
158,30.3004469,-97.8370716
70,30.2977242,-97.8352621
3,30.3362537,-97.7855402
9,30.3296518,-97.7823255
1,30.3246577,-97.7794852
764,30.3374371,-97.7957954
8,30.3364374,-97.794938
12,30.3358977,-97.8022249
4,30.339208,-97.79288
13,30.3386677,-97.7899687
9,30.3341954,-97.7858546
2,30.3356906,-97.7913994
1,30.3334514,-97.7889241
1,30.3300607,-97.7859439
12,30.3310845,-97.7987859
94,30.3295503,-97.8008286
5,30.326506,-97.8085884
5,30.3192296,-97.8026747
30,30.3326693,-97.8028035
156,30.3315756,-97.8060565
4,30.3243814,-97.8116816
11,30.3147335,-97.805486
12,30.3139382,-97.800937
10,30.31811,-97.7979896
3,30.3158263,-97.796859
3,30.3159711,-97.7955597
2,30.3111194,-97.7970953
11,30.3073196,-97.8169708
323,30.3094315,-97.8241572
112,30.3063771,-97.8227305
3,30.306779,-97.8095641
14,30.3111543,-97.8051542
2,30.3307569,-97.7920156
15,30.3260076,-97.7881751
8,30.323757,-97.783343
3,30.3233406,-97.7801664
1,30.3196435,-97.7807596
4,30.3183722,-97.7809457
2,30.3207613,-97.7829643
38,30.3103592,-97.7897504
3,30.3140304,-97.7928648
22,30.3106454,-97.784954
22,30.3207469,-97.7903805
2,30.315523,-97.7805413
28,30.3075259,-97.7816633
65,30.2993242,-97.7906331
48,30.3018066,-97.7874618
2,30.2998855,-97.7898766
6,30.3173231,-97.7812179
5,30.3020487,-97.7878603
11,30.305425,-97.784765
7,30.3060296,-97.7859095
36,30.2460691,-97.8273727
2,30.2484551,-97.829603
2,30.2505003,-97.8270298
8,30.2497972,-97.8272859
8,30.2490335,-97.8275031
6,30.2483062,-97.8277865
1,30.2441892,-97.8292601
2,30.2437897,-97.8269964
3,30.2448231,-97.825074
1,30.250674,-97.83104
6,30.2516658,-97.8310049
11,30.2502903,-97.8326113
6,30.2489236,-97.8368179
162,30.2465971,-97.8376897
5,30.2463543,-97.8361554
3,30.2441525,-97.8341869
15,30.2433525,-97.8391095
3,30.2418252,-97.8335829
250,30.2561833,-97.8423677
29,30.2532542,-97.8407755
249,30.248172,-97.844142
3,30.2515535,-97.8437314
20,30.2692473,-97.8400835
4,30.2532487,-97.8332298
7,30.2556304,-97.8312511
6,30.2557723,-97.8360961
30,30.2542489,-97.8311136
3,30.2550445,-97.8374224
35,30.2632717,-97.8529141
50,30.2573906,-97.8460426
41,30.252674,-97.8580482
30,30.2548116,-97.8461976
3,30.2629091,-97.8422234
4,30.2546096,-97.836392
1,30.2535422,-97.8316686
303,30.2399006,-97.8177171
15,30.2447008,-97.8183981
94,30.2414776,-97.8170413
10,30.2411841,-97.8297777
415,30.2379187,-97.8041728
2,30.2390711,-97.8088391
212,30.2397418,-97.8112832
731,30.236765,-97.8252923
3065,30.2413388,-97.8466694
3,30.2390755,-97.8513328
190,30.2368744,-97.8357861
5553,30.2510431,-97.8629193
277,30.2463964,-97.8591986
205,30.2486994,-97.8647608
1,30.2368693,-97.8271974
2,30.2379258,-97.8544736
462,30.2370649,-97.857644
75,30.2389,-97.8602738
277,30.2362873,-97.8475109
83,30.2358167,-97.8125511
2,30.2342642,-97.8095426
302,30.2336589,-97.8194555
199,30.2346168,-97.8221192
279,30.2359509,-97.8186599
68,30.2340461,-97.8070747
27,30.2350208,-97.8628045
10,30.2341457,-97.7975391
445,30.3089386,-97.8685677
59,30.3162568,-97.8736989
22,30.3080252,-97.8843163
21,30.3101789,-97.8660036
5,30.3031057,-97.8749346
6,30.3008193,-97.8828315
3,30.3001582,-97.8841769
18,30.2944262,-97.8861426
3,30.3018495,-97.8903819
15,30.2993721,-97.8925057
78,30.2989901,-97.8970781
11,30.3006625,-97.8938509
87,30.3073431,-97.9078237
1,30.308282,-97.92306
260,30.3076139,-97.9227469
71,30.3066548,-97.9197468
1,30.3052332,-97.9224302
1,30.3084866,-97.9253299
59,30.3062042,-97.9292094
48,30.306754,-97.9308305
15,30.3022894,-97.9286688
540,30.3042807,-97.9323253
569,30.3083127,-97.8545139
29,30.3171462,-97.8632454
52,30.3013937,-97.8579015
102,30.296972,-97.843699
1,30.295843,-97.8442718
64,30.3009739,-97.8402916
47,30.3032081,-97.8467052
9,30.2833856,-97.8376822
14,30.2811546,-97.833813
1,30.2805669,-97.8361618
73,30.2763265,-97.8356228
1,30.2779353,-97.8373263
63,30.279044,-97.8408482
1,30.2802142,-97.8401079
23,30.275348,-97.832385
7,30.2787305,-97.831752
4164,30.2738832,-97.8241987
1,30.2804471,-97.8265642
4,30.273042,-97.8187217
5,30.2618282,-97.8199089
105,30.2465689,-97.8038186
3001,30.2944346,-97.8284721
943,30.28933,-97.8295192
3,30.2905607,-97.836046
6,30.2866901,-97.8374795
1,30.2927595,-97.8335296
192,30.2955537,-97.8316994
2,30.2946855,-97.8323929
2,30.2907282,-97.8426679
4,30.2848295,-97.8472825
3,30.2880716,-97.8367594
2,30.2868959,-97.8422975
13,30.2862374,-97.8449003
24,30.284787,-97.8416555
107,30.2762287,-97.8446548
5,30.2809711,-97.845051
28,30.302931,-97.8144557
45,30.2998867,-97.8009244
10,30.2996248,-97.7922337
1,30.2978907,-97.7933964
69,30.2881605,-97.8018597
18,30.2833849,-97.8065557
85,30.2838243,-97.8085971
1,30.2849751,-97.8101964
14,30.2864142,-97.8106361
397,30.283672,-97.813892
5,30.2885638,-97.8188388
5,30.2869943,-97.8220462
1,30.2854901,-97.8205153
1079,30.2920914,-97.82464
725,30.295988,-97.8258217
2061,30.2902328,-97.8278732
42,30.2827387,-97.8182005
1,30.2839776,-97.8223714
1,30.2833452,-97.8149151
502,30.2797815,-97.8097746
1796,30.2763784,-97.8132742
41,30.2785907,-97.8122618
69,30.2796717,-97.817677
14,30.2962115,-97.8023845
1,30.2930173,-97.8054989
619,30.2916364,-97.8141635
18,30.2889537,-97.8171421
2,30.2890591,-97.8068126
3,30.2812786,-97.7854146
1,30.2803439,-97.786922
1,30.2818349,-97.7879847
1,30.2799744,-97.7890596
2,30.278643,-97.7877442
20,30.2786608,-97.7834166
4,30.2756901,-97.7830643
28,30.2761584,-97.7864353
37,30.2748116,-97.7909845
2,30.2762935,-97.7803198
5,30.2729531,-97.7797752
2,30.274482,-97.7783144
3,30.2707758,-97.7798326
12,30.2714915,-97.7802531
1,30.2734273,-97.7834315
45,30.2745131,-97.7843581
898,30.2706304,-97.7853434
2,30.2714142,-97.7840862
4,30.2738436,-97.7865447
1,30.273458,-97.7908668
1,30.2731942,-97.7942056
724,30.2722603,-97.7935342
522,30.2850128,-97.7950822
9,30.2779721,-97.7995174
9,30.2771747,-97.7950479
2,30.2875912,-97.7978361
409,30.2736692,-97.8023168
335,30.2749151,-97.8020819
289,30.278646,-97.8046838
2,30.2795269,-97.8039745
314,30.2838712,-97.7987501
1,30.2810387,-97.804782
13,30.2822305,-97.8029828
26,30.2758555,-97.807754
198,30.2782206,-97.8075086
1,30.2767245,-97.8083806
4,30.2805703,-97.8024551
1,30.2803401,-97.8013087
3,30.2809084,-97.7997734
7,30.2811482,-97.7982352
2,30.2774119,-97.8010546
891,30.2712621,-97.8011096
1,30.2730686,-97.8047415
17,30.2719905,-97.8071995
2,30.2735223,-97.8101322
60,30.2741628,-97.8110968
4,30.2761972,-97.8018387
8,30.2823177,-97.7894931
3,30.2835175,-97.7875574
2,30.2780647,-97.7910562
1,30.2802197,-97.7897144
2,30.280544,-97.7901779
1,30.2815131,-97.7891373
1,30.2751118,-97.7938969
1,30.2829096,-97.8016308
211,30.2541756,-97.8956169
3,30.2468981,-97.8850142
469,30.2415871,-97.8808407
71,30.2400785,-97.8770917
4,30.2374236,-97.8768416
155,30.235483,-97.8744775
2283,30.2543558,-97.870907
2,30.2552058,-97.8778842
3135,30.2408562,-97.8771888
2,30.2442407,-97.8772621
1,30.2446689,-97.8741835
5,30.2480474,-97.8760267
17,30.2482363,-97.871829
2,30.2505478,-97.8771713
3,30.2499444,-97.8760125
5,30.2496633,-97.874343
9,30.2518019,-97.8715699
81,30.2662872,-97.8995644
25,30.2531039,-97.8832138
1,30.253227,-97.8801883
1,30.2556804,-97.8856433
110,30.255125,-97.8836529
17,30.2556439,-97.8845227
20,30.2564244,-97.8881927
7,30.2558744,-97.8866157
91,30.2571718,-97.8905616
6,30.2490261,-97.884634
935,30.2869287,-97.8560903
5,30.2955648,-97.8535874
6,30.2832459,-97.8695604
2,30.2874577,-97.871111
4,30.2867827,-97.8719825
3,30.2858965,-97.8657498
6,30.2741095,-97.8562063
4,30.2750343,-97.8592533
5,30.2794227,-97.8674647
17,30.2785814,-97.8769366
26,30.2823014,-97.8849764
50,30.2724137,-97.8873477
11,30.2970584,-97.918443
29,30.2935195,-97.9197753
14,30.2959037,-97.9210398
4,30.2685061,-97.876421
1,30.2691212,-97.8688162
38,30.2686831,-97.863129
5,30.2598896,-97.8749294
10,30.2699259,-97.8825383
333,30.295324,-97.868999
42,30.2446813,-97.7837284
11,30.2433385,-97.7854934
28,30.2433807,-97.7845356
2003,30.2352,-97.7958905
43,30.2478696,-97.788662
1,30.2492696,-97.7922758
1,30.2523847,-97.7865783
5,30.251127,-97.7939772
15,30.2465401,-97.7860151
7,30.2520979,-97.7883062
6,30.2515788,-97.7907901
7,30.2535944,-97.7910351
3,30.2513542,-97.7865384
42,30.2622175,-97.7773198
4,30.2602405,-97.7761182
7,30.2599513,-97.7721863
3,30.2565122,-97.7844606
9,30.2550953,-97.7830686
3,30.2602196,-97.7815715
3,30.2566644,-97.7824101
6,30.2578673,-97.7821468
6,30.2599908,-97.7827241
19,30.261019,-97.7735822
5,30.2592181,-97.7775963
3,30.2596772,-97.7768056
3,30.2591166,-97.7739278
6,30.2575249,-97.7769389
7,30.256411,-97.7806739
14,30.2554121,-97.7790477
1,30.252891,-97.779505
15,30.2539002,-97.7780291
5,30.2518291,-97.7810572
2,30.2525921,-97.782407
1,30.24922,-97.7853664
2,30.2488589,-97.7846374
9,30.2476831,-97.7838411
299,30.2460703,-97.7817187
60,30.2274711,-97.7778008
95,30.2279219,-97.7834574
49,30.2295797,-97.7878259
107,30.2257732,-97.7779213
24,30.2271602,-97.7806165
271,30.2264405,-97.7843977
23,30.2280956,-97.7872098
39,30.228675,-97.7883939
85,30.2257231,-97.7888784
16,30.2263673,-97.7811883
1,30.2257585,-97.7799212
9,30.2241974,-97.7809474
35,30.2248246,-97.782233
1,30.2238074,-97.7860906
2,30.2258808,-97.7871451
10,30.221907,-97.7857769
2,30.2214026,-97.7847047
10,30.2202884,-97.7795847
5,30.2193325,-97.7815981
1,30.2230811,-97.7787126
6,30.2236274,-97.7797932
1,30.2206558,-97.7822706
13,30.2236353,-97.7914051
2,30.2234309,-97.7899377
4,30.2222823,-97.7895419
20,30.2198437,-97.7908299
1,30.2196803,-97.7888936
10,30.2207215,-97.7890877
47,30.227491,-97.7739143
132,30.2259468,-97.7718452
1937,30.2261508,-97.7751991
420,30.22398,-97.773289
23,30.2202557,-97.7755301
13,30.2198572,-97.774388
7,30.217228,-97.775853
1,30.2175314,-97.7767493
3,30.2179063,-97.7775504
1,30.2184622,-97.7783376
23,30.2174533,-97.7835551
2,30.217469,-97.7797986
4,30.2163329,-97.7869161
7,30.2163767,-97.7812797
1,30.2162305,-97.7858754
10,30.2156718,-97.7816829
23,30.2156706,-97.7787231
3,30.2133304,-97.7820275
314,30.2248991,-97.7671404
72,30.2235165,-97.7671817
8,30.2250221,-97.7696263
4,30.2243242,-97.7700627
100,30.2233499,-97.7698935
468,30.2210433,-97.7687944
196,30.2162599,-97.7715231
2,30.218959,-97.77063
295,30.2329394,-97.7886472
877,30.2391926,-97.7858138
2387,30.2349521,-97.7917574
81,30.235347,-97.786183
16,30.2310404,-97.7803812
15,30.2316188,-97.7787647
12,30.2308769,-97.777877
212,30.2290651,-97.7772613
77,30.2290396,-97.781633
3,30.2378647,-97.7767099
19,30.2372771,-97.7751546
7,30.2361326,-97.7781963
30,30.2350302,-97.7755831
1,30.231891,-97.7760685
462,30.2438937,-97.7789784
40,30.2435077,-97.7818073
93,30.2415314,-97.781396
30,30.2407232,-97.7806501
2,30.2385838,-97.7815918
82,30.235936,-97.7811326
213,30.233082,-97.7849972
249,30.2301113,-97.7866744
60,30.231012,-97.7835246
32,30.2292479,-97.7847719
293,30.3200102,-97.6911764
61,30.319638,-97.6948224
3,30.31748,-97.6965192
4,30.3166497,-97.6968378
5,30.3158023,-97.6998743
2,30.3180675,-97.6921426
6,30.3188902,-97.69186
2,30.3172223,-97.6923315
5,30.3162208,-97.6930427
1,30.3144189,-97.6976581
6,30.3150412,-97.6973095
5,30.3135032,-97.695113
1,30.3140257,-97.6933563
9,30.3148952,-97.7006488
1,30.3137624,-97.6981213
62,30.313578,-97.7018406
8,30.3129234,-97.7024359
1,30.3122682,-97.7030104
2,30.3122641,-97.6990228
4,30.310946,-97.6962633
17,30.3116885,-97.6957976
1,30.3125823,-97.6958187
2,30.310187,-97.6967384
1,30.3094512,-97.6972304
87,30.3087311,-97.6976516
2,30.310016,-97.7004038
2,30.3080687,-97.6981608
7,30.3074015,-97.6986788
36,30.3119253,-97.7050923
3,30.3092517,-97.7028384
160,30.3074254,-97.7027547
76,30.3087795,-97.7076486
69,30.3200824,-97.7087864
486,30.3171887,-97.7100714
1,30.3145248,-97.7103428
1,30.3158428,-97.713206
61,30.3122119,-97.7099846
184,30.3138999,-97.7134875
494,30.3196223,-97.6994343
14,30.3171674,-97.7018921
39,30.3215093,-97.7065388
30,30.3205334,-97.7035549
79,30.318712,-97.7049332
770,30.3147298,-97.705716
324,30.3104459,-97.7092573
14,30.3142812,-97.6896522
97,30.31334,-97.6889317
3,30.3125995,-97.6861406
4,30.3108584,-97.6863547
150,30.310943,-97.6872494
64,30.3120483,-97.6901485
1,30.3107923,-97.6886959
606,30.312251,-97.6920043
20,30.3022978,-97.6859688
13,30.3063819,-97.6864673
2,30.3017013,-97.6864455
3,30.3047577,-97.6877335
1,30.3019047,-97.6882946
1,30.3010659,-97.6883528
3,30.3002899,-97.6878908
30,30.3038018,-97.6850376
2,30.3048261,-97.6839688
74,30.3036681,-97.6832022
9,30.3095072,-97.6936814
2,30.3097043,-97.6914588
6,30.3089788,-97.691972
12,30.3067618,-97.6906855
1,30.3066397,-97.6940863
4,30.3075443,-97.6946167
2,30.3083547,-97.694544
5,30.3091864,-97.6945221
77,30.304915,-97.6897613
1,30.3047705,-97.6921576
13,30.3035271,-97.6941875
9,30.303966,-97.6920838
7,30.2897552,-97.6846069
2,30.2918841,-97.6861262
1,30.2938769,-97.686957
74,30.2872615,-97.6962106
2,30.2975285,-97.680432
1,30.2964147,-97.67801
11,30.2970257,-97.6814701
1,30.2976928,-97.6835551
1,30.2995446,-97.684879
1,30.2987562,-97.6858212
6,30.2930828,-97.6792776
1,30.2920056,-97.6794545
1,30.3033585,-97.6809552
9,30.3017617,-97.6836209
8,30.3008539,-97.6776923
1,30.3013216,-97.676641
73,30.3004033,-97.674487
3,30.2988235,-97.6752777
2,30.298873,-97.6770394
7,30.3071127,-97.670961
20,30.3068829,-97.6730595
3,30.3067275,-97.6751928
8,30.3059954,-97.6786107
31,30.3041369,-97.6776631
1,30.3036208,-97.6739093
265,30.2982304,-97.6688597
1,30.2938918,-97.6741499
28,30.2939146,-97.6762011
43,30.2872028,-97.6652987
15,30.2877854,-97.6762944
1,30.2910122,-97.6690202
44,30.2908071,-97.6665103
500,30.3125935,-97.6626127
4,30.3012472,-97.6635793
1,30.3082285,-97.6667924
15,30.2880077,-97.6993786
88,30.2870671,-97.7003632
194,30.2847179,-97.7035591
43,30.2858081,-97.7053985
1,30.2843749,-97.7015019
4,30.2858307,-97.6980767
2,30.2839114,-97.6971423
13,30.2785118,-97.7010905
25,30.2804109,-97.7020121
29,30.2820426,-97.7025427
7,30.2794633,-97.6957156
7,30.2851123,-97.6837578
11,30.2844094,-97.68482
2,30.2827075,-97.6889675
2,30.2832033,-97.6900347
11,30.2833056,-97.6920162
3,30.2824147,-97.6927639
1,30.2823149,-97.6942432
1,30.2787403,-97.6932963
4,30.279676,-97.6926082
118,30.2753256,-97.6922317
18,30.2767786,-97.6895478
9,30.2804816,-97.6880722
31,30.2833246,-97.6768176
19,30.2855143,-97.6803287
6,30.2846073,-97.6815288
10,30.2837066,-97.6820883
2,30.2833336,-97.6799032
1,30.282041,-97.677973
9,30.2821605,-97.6795542
1,30.2810155,-97.6850057
7,30.2794094,-97.6851125
2,30.2710456,-97.6888264
8,30.269816,-97.6863131
4,30.2699693,-97.6835568
1,30.2688646,-97.6824091
8,30.2668995,-97.6811427
115,30.282277,-97.6664465
4,30.2817901,-97.6743177
1,30.2774388,-97.678647
7,30.2797745,-97.6763499
10,30.279935,-97.6773869
26,30.2730442,-97.6749394
646,30.2757396,-97.6726963
50,30.2793247,-97.6701565
45,30.2725619,-97.6707133
27,30.2774496,-97.68251
3,30.2762886,-97.6869224
3,30.2757403,-97.6877587
4,30.2750229,-97.6863687
7,30.2757724,-97.6860124
1,30.2753436,-97.685032
15,30.2747008,-97.6829932
123,30.2739228,-97.6866284
2,30.2704345,-97.6784579
1,30.2725437,-97.6791145
6,30.2754985,-97.6792501
13,30.2718611,-97.6937633
26,30.2723885,-97.6964622
7,30.269165,-97.6949694
1,30.2694495,-97.6911947
2,30.2701944,-97.6896614
862,30.2653281,-97.6882372
6,30.2610261,-97.6974618
7,30.2601864,-97.6961266
5,30.2597668,-97.6952493
29,30.259066,-97.6945061
82,30.2576031,-97.6921614
158,30.2568047,-97.6939854
3,30.2603951,-97.6972216
3,30.2587692,-97.6963656
6,30.258731,-97.6978859
61,30.2584524,-97.6988404
95,30.2569035,-97.6994243
7,30.2566403,-97.6968393
63,30.2532607,-97.6940465
280,30.2533337,-97.692331
29,30.2522263,-97.6814791
465,30.248777,-97.6965779
222,30.2512398,-97.7009738
270,30.2525384,-97.7020933
326,30.2539608,-97.7003838
129,30.2547567,-97.6982766
1,30.251972,-97.6993568
2,30.2520478,-97.6966543
76,30.2523244,-97.6795084
5,30.2605927,-97.6697316
1,30.2605616,-97.6679205
5,30.2604428,-97.668795
5,30.261331,-97.6723096
5,30.2640042,-97.6814675
6,30.264331,-97.687612
14,30.2612466,-97.6898516
1,30.2617117,-97.6864079
11,30.2590228,-97.6874853
241,30.2613306,-97.6821175
570,30.2582833,-97.6793314
46,30.2584412,-97.6771064
125,30.2571318,-97.68541
1,30.2586445,-97.6845386
7,30.2626429,-97.6858357
16,30.2546966,-97.6786163
24,30.319798,-97.6865267
3,30.3155957,-97.6871884
1,30.3154288,-97.686424
28,30.3212015,-97.6809893
1,30.3193864,-97.6827944
2,30.3172655,-97.6852532
33,30.3154583,-97.6829411
11,30.3178122,-97.681565
2,30.3186785,-97.6822529
9,30.3116447,-97.6812141
82,30.3117611,-97.6851964
20,30.3091389,-97.684818
560,30.3083504,-97.6811838
1,30.3102128,-97.6773695
1,30.3098546,-97.6744649
2,30.3084732,-97.672399
16,30.3087878,-97.675252
16,30.3066546,-97.6820944
9,30.3174573,-97.6642778
3,30.3186817,-97.6661478
2,30.3177719,-97.6668299
1,30.3170038,-97.6674681
18,30.3160843,-97.6693929
5,30.3153711,-97.6691485
5,30.3136645,-97.6678154
11,30.3138053,-97.6705125
6,30.3125158,-97.6664868
2,30.3203993,-97.6778631
1,30.3195098,-97.6787685
1,30.3176651,-97.6774543
2,30.3160952,-97.6783517
1,30.3142963,-97.6779258
4,30.3122378,-97.6744033
7,30.312459,-97.6714307
2,30.3245213,-97.6753422
19,30.3233739,-97.676035
4,30.322597,-97.6716498
1,30.3203597,-97.6709428
1,30.3189246,-97.6696385
19,30.3199153,-97.6747829
5,30.3208711,-97.6753086
4,30.3212436,-97.6744981
1,30.3212637,-97.6777012
1,30.3175922,-97.6702529
33,30.3171711,-97.6746113
99,30.3275794,-97.658506
450,30.3253236,-97.6544899
219,30.3257221,-97.6615079
36,30.3222327,-97.6608891
73,30.3187169,-97.6582131
29,30.321841,-97.6575267
173,30.3233155,-97.6555417
1,30.3164738,-97.6549968
12,30.3198427,-97.6546082
29,30.314998,-97.6513248
3,30.3124458,-97.6557633
9,30.3128281,-97.6601168
8,30.3147759,-97.6532331
2,30.3141049,-97.6539057
1,30.3072733,-97.652141
1,30.3071716,-97.6571875
1,30.3057791,-97.6544226
2,30.3065599,-97.6541828
31,30.2862306,-97.6260639
7,30.2838213,-97.6276148
1,30.2822349,-97.6277505
87,30.2797943,-97.6207568
3,30.2786921,-97.6179344
11,30.2794811,-97.6137255
32,30.2787837,-97.6126184
5,30.2793325,-97.6273947
1,30.2799498,-97.6283431
10,30.2778117,-97.6280713
1,30.2787929,-97.6263457
1,30.2741394,-97.6323502
59,30.2754552,-97.6352142
21,30.2738756,-97.63692
2,30.2725392,-97.6333601
104,30.2692538,-97.6102347
5,30.2756744,-97.6036959
31,30.268459,-97.6207993
11,30.2765647,-97.6209888
1,30.2730866,-97.6306986
2,30.2753003,-97.6226807
1,30.2738417,-97.6223577
272,30.2689619,-97.6264902
22,30.2615218,-97.6181533
3,30.2968523,-97.6422188
10,30.2979896,-97.6437772
7,30.2840853,-97.6473699
35,30.2861323,-97.6429266
40,30.2915225,-97.642118
13,30.2875995,-97.6456508
1,30.2858107,-97.6420639
1,30.2862369,-97.6398929
13,30.2900531,-97.6468267
4,30.2923883,-97.6433254
1,30.291798,-97.6426752
6,30.2912358,-97.6349815
84,30.2907182,-97.6299846
31,30.2891937,-97.6317362
47,30.2889741,-97.6346522
62,30.287634,-97.6313491
4,30.2861546,-97.6375261
2,30.2854817,-97.6395404
81,30.2967143,-97.6546527
167,30.286936,-97.657733
1,30.2904071,-97.660009
2,30.2896182,-97.6607841
3,30.2877799,-97.6617873
2,30.2870877,-97.6646614
2,30.2885531,-97.6608444
9,30.290262,-97.6505111
1195,30.2728996,-97.637944
51,30.2783077,-97.6450019
396,30.2722606,-97.6506293
25,30.2693558,-97.6463791
7,30.2795429,-97.6471945
7,30.2763965,-97.6536056
3,30.2782165,-97.6598888
1,30.2782107,-97.6614941
685,30.2810145,-97.6643315
33,30.2843079,-97.6654239
3,30.2815586,-97.6618461
2,30.2639771,-97.6540627
15,30.2682888,-97.6656213
1188,30.2650616,-97.6688763
4,30.2612876,-97.5665133
3,30.2495704,-97.5663604
9,30.2575185,-97.5737127
6,30.2524431,-97.5760618
1,30.2546111,-97.5732021
11,30.2619042,-97.60366
79,30.254055,-97.5818258
1,30.2525438,-97.5808577
7,30.2576009,-97.5965556
10,30.2455533,-97.5876211
2,30.2441331,-97.5848744
3,30.2427189,-97.5860418
47,30.2482363,-97.5933568
7,30.2471045,-97.5985426
75,30.2557747,-97.6219355
22,30.2659535,-97.6274376
45,30.218734,-97.6287898
3,30.2252641,-97.628622
2,30.2183022,-97.6310428
6,30.2244913,-97.6290936
2,30.2189092,-97.6348182
2,30.2187158,-97.631885
1,30.2187525,-97.6328442
28,30.2169578,-97.632918
103,30.2423658,-97.6171675
11,30.2593875,-97.6308393
329,30.2300111,-97.6085762
1,30.2361761,-97.5874783
2,30.2387755,-97.5843018
2,30.2399086,-97.5871564
4,30.2384262,-97.5885424
1,30.2377962,-97.5889404
10,30.2377439,-97.5855583
4,30.2371124,-97.5859408
16,30.2496027,-97.5528349
9,30.2487943,-97.5755114
3,30.2416258,-97.5793983
4,30.2382275,-97.5744218
61,30.2224933,-97.5571211
42,30.2191544,-97.5030529
5,30.22956,-97.5164604
1,30.2374327,-97.5811235
6,30.2371701,-97.5722463
1,30.2388264,-97.5804522
3,30.2403819,-97.5799189
4,30.2192529,-97.4932353
7,30.230091,-97.592073
2,30.2316678,-97.592993
3,30.2313901,-97.5841082
53,30.3521474,-97.4163112
45,30.3487757,-97.4181239
4,30.3518319,-97.4310744
34,30.3514023,-97.4713992
1,30.3492602,-97.4542466
152,30.3473144,-97.4829064
3,30.3424576,-97.4688773
91,30.3485267,-97.4263162
6,30.3463674,-97.4331878
23,30.3479543,-97.4332324
21,30.3496571,-97.4289694
3,30.3439692,-97.4362633
6,30.3469577,-97.4350758
28,30.3357151,-97.497193
2,30.3490259,-97.550798
8,30.3459474,-97.5538809
70,30.3474859,-97.5426103
409,30.343797,-97.5332113
13,30.3471549,-97.5338004
2,30.3461562,-97.5199515
248,30.3426102,-97.5175307
5,30.3432513,-97.5264677
2,30.3425388,-97.5240521
1,30.3405141,-97.5259257
3,30.3385069,-97.5248401
5,30.3442353,-97.5537784
1,30.3483047,-97.557569
9,30.3482303,-97.556502
118,30.3481582,-97.555456
6,30.3471243,-97.5556894
14,30.3474974,-97.557776
1,30.3424785,-97.5578763
3,30.3435448,-97.5586856
14,30.3431851,-97.5566237
2,30.342123,-97.5558091
4,30.341424,-97.5570646
91,30.3412439,-97.5560224
20,30.341066,-97.5339482
15,30.3280643,-97.5292252
3,30.3367578,-97.548591
8,30.3402429,-97.5558619
56,30.3403262,-97.5573398
1405,30.3405538,-97.5588425
30,30.3228945,-97.5425069
4,30.3216896,-97.5338845
3,30.3170222,-97.537628
1,30.3195674,-97.527508
102,30.3181874,-97.515978
2,30.3110076,-97.5270617
5,30.3206285,-97.5299889
6,30.3149355,-97.5374719
6,30.3007733,-97.4412368
8,30.3136501,-97.4986714
4,30.3292449,-97.5576948
7,30.3279764,-97.5548444
3,30.2997498,-97.5581049
1,30.2974262,-97.5545405
14,30.29622,-97.5560738
3,30.2988418,-97.5537654
6,30.2846593,-97.5555245
1,30.2945284,-97.5576743
61,30.2872011,-97.564885
2,30.2832289,-97.5856365
3,30.270174,-97.5339014
36,30.2755312,-97.5754911
3,30.2576706,-97.522657
42,30.2785752,-97.5188071
2,30.2649042,-97.5143587
7,30.2509276,-97.4830035
1,30.2445114,-97.4827622
6,30.2336024,-97.4885476
1,30.2276278,-97.4830209
1,30.2416223,-97.4779893
1,30.2310662,-97.4835692
3,30.3315974,-97.5622479
2,30.3371816,-97.5624325
3,30.3388089,-97.5619052
59,30.3366908,-97.5598935
478,30.3378361,-97.5884902
25,30.3313364,-97.5813645
1,30.3350826,-97.579052
30,30.335464,-97.5801512
22,30.3105949,-97.5646138
5,30.3234426,-97.6064795
5,30.3016314,-97.56541
36,30.2908909,-97.6221973
24,30.2999559,-97.5691624
32,30.2815123,-97.6108805
6,30.2727193,-97.4590588
14,30.2759737,-97.4840383
8,30.282116,-97.4963768
1,30.26808,-97.4704268
18,30.2854191,-97.4892076
1,30.294944,-97.49359
12,30.3006556,-97.5052614
12,30.2998801,-97.5189802
15,30.2808216,-97.4750979
6,30.3295456,-97.6334617
38,30.3289746,-97.6257783
146,30.3266457,-97.624902
40,30.3266173,-97.6303826
998,30.3282401,-97.6358717
2,30.3269516,-97.6346536
54,30.3289169,-97.6426572
3,30.3109758,-97.6408877
