id,name,district,total_docks,trips_per_dock,ebs_station,is_ut,lat,lon,transit_nearby,nearest_transit_stop_dist_m,avg_dist_3_nearest_transit_stops_m,jobs_nearby_275m,housing_nearby_275m,housing_nearby_1000m,job_housing_ratio_275m,low_income_access_score,amenities_nearby,avg_dist_3_nearest_amenities_m,park_area_nearby,nearest_park_dist_m,bike_infra_score,retail_nearby,avg_dist_3_nearest_retail_m,entertainment_nearby,avg_dist_3_nearest_entertainment_m,tourism_nearby,avg_dist_3_nearest_tourism_m,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_stations_dist_3_nearest_m,nearest_dining_hall_dist_m,nearest_dorm_dist_m,nearest_dorm_pop,dorm_pop_within_500m,dist_to_west_campus_center_m,in_ut_shape,dist_to_ut_shape_m,ut_shape_area_within_275m,ut_shape_share_of_275m_buffer,ut_shape_touches_275m_buffer,ut_shape_area_within_500m,ut_shape_share_of_500m_buffer,ut_shape_touches_500m_buffer,ut_shape_area_within_1000m,ut_shape_share_of_1000m_buffer,ut_shape_touches_1000m_buffer,in_west_campus_shape,dist_to_west_campus_shape_m,west_campus_shape_area_within_275m,west_campus_shape_share_of_275m_buffer,west_campus_shape_touches_275m_buffer,west_campus_shape_area_within_500m,west_campus_shape_share_of_500m_buffer,west_campus_shape_touches_500m_buffer,west_campus_shape_area_within_1000m,west_campus_shape_share_of_1000m_buffer,west_campus_shape_touches_1000m_buffer,in_north_campus_shape,dist_to_north_campus_shape_m,north_campus_shape_area_within_275m,north_campus_shape_share_of_275m_buffer,north_campus_shape_touches_275m_buffer,north_campus_shape_area_within_500m,north_campus_shape_share_of_500m_buffer,north_campus_shape_touches_500m_buffer,north_campus_shape_area_within_1000m,north_campus_shape_share_of_1000m_buffer,north_campus_shape_touches_1000m_buffer,ut_x_dorm_pop_500m,ut_x_dining_dist,ut_x_transit,ut_x_housing_275m,ut_x_in_ut_shape,ut_x_in_west_campus_shape,ut_x_in_north_campus_shape,ut_x_ut_shape_share_275m,ut_x_west_campus_share_275m,ut_x_north_campus_share_275m,ut_x_students_500m,ut_x_grad_share_500m,demo_age_area_weighted_1000m,demo_age_area_weighted_275m,demo_age_area_weighted_500m,demo_age_max_1000m,demo_age_max_275m,demo_age_max_500m,demo_age_min_1000m,demo_age_min_275m,demo_age_min_500m,demo_age_range_1000m,demo_age_range_275m,demo_age_range_500m,demo_area_covered_1000m2,demo_area_covered_275m2,demo_area_covered_500m2,demo_coverage_share_of_1000m_buffer,demo_coverage_share_of_275m_buffer,demo_coverage_share_of_500m_buffer,demo_income_area_weighted_1000m,demo_income_area_weighted_275m,demo_income_area_weighted_500m,demo_income_max_1000m,demo_income_max_275m,demo_income_max_500m,demo_income_min_1000m,demo_income_min_275m,demo_income_min_500m,demo_income_per_student_500m,demo_income_range_1000m,demo_income_range_275m,demo_income_range_500m,demo_polygons_intersecting_1000m,demo_polygons_intersecting_275m,demo_polygons_intersecting_500m,grad_density_sqkm_1000m,grad_density_sqkm_275m,grad_density_sqkm_500m,grad_est_1000m,grad_est_275m,grad_est_500m,grad_share_students_1000m,grad_share_students_275m,grad_share_students_500m,grad_to_undergrad_ratio_500m,student_density_sqkm_1000m,student_density_sqkm_275m,student_density_sqkm_500m,student_to_housing_ratio_275m,student_to_jobs_ratio_275m,students_est_1000m,students_est_275m,students_est_500m,undergrad_density_sqkm_1000m,undergrad_density_sqkm_275m,undergrad_density_sqkm_500m,undergrad_est_1000m,undergrad_est_275m,undergrad_est_500m,undergrad_share_students_1000m,undergrad_share_students_275m,undergrad_share_students_500m,ut_x_grad_share_500m,ut_x_students_500m
21,w_4th_congress,9,15,360.3333333333333,0,0,30.26634,-97.74378,4,204.1,221.77,22051.0,687.0,6460,32.09752547307132,1.0,9,113.75,0.0,334.61,3.0,97,36.39,68,56.46,3,104.03,226.76,8.0,21.0,264.54,1964.44,1869.8,130.0,0.0,2481.98,0,1273.44,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1681.2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2653.83,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,41.1131,39.9312,41.6925,55.6,50.0,50.0,27.7,31.6,31.6,27.9,18.4,18.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,142727.0466,186655.1877,164679.9043,220134.0,220134.0,220134.0,80250.0,114115.0,114115.0,1911.8525441654679,139884.0,106019.0,106019.0,15,5,7,67.7934,8.2607,80.4048,212.6374,1.9595,63.0484,0.6656,0.2656,0.732,2.7307983835688825,101.849,31.1039,109.8485,0.01073930131004367,0.000334583465602467,319.4544,7.3779,86.1363,34.0556,22.8431,29.4437,106.817,5.4184,23.0879,0.3344,0.7344,0.268,0.0,0.0
52,e_6th_pedernales,3,11,345.1818181818182,0,0,30.25895,-97.71475,3,225.87,248.79,1227.0,0.0,3954,1227.0,2.0,1,259.27,0.0,358.33,2.0,8,47.62,5,47.62,0,484.11,431.84,1.0,4.0,595.57,3407.87,3100.24,900.0,0.0,4544.48,0,2402.77,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3446.18,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3337.34,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.5054,35.1113,34.7833,43.5,35.9,35.9,26.8,31.9,31.9,16.7,4.0,4.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,102983.9685,75368.3391,91316.7317,158286.0,158286.0,158286.0,48519.0,68913.0,68913.0,542.1671890427485,109767.0,89373.0,89373.0,15,3,5,171.7474,63.7319,129.7863,538.6942,15.1173,101.7702,0.6077,0.6906,0.6042,1.526730864145673,282.639,92.2854,214.7955,0.0,0.017840423797881012,886.511,21.8902,168.4291,110.8916,28.5536,85.0092,347.8168,6.7729,66.6589,0.3923,0.3094,0.3958,0.0,0.0
41,cesar_chavez_congress,9,11,335.90909090909093,0,0,30.26332,-97.74508,3,121.75,142.26,6452.0,0.0,6999,6452.0,1.0,8,95.28,21924.29,0.0,3.0,48,106.15,24,127.0,1,297.05,169.6,3.0,19.0,251.81,2321.74,2226.68,130.0,0.0,2800.46,0,1626.46,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2035.97,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3009.48,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.1579,40.0542,39.9889,55.6,50.0,50.0,31.6,31.6,31.6,24.0,18.4,18.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,147074.0393,163689.3707,159808.5975,220134.0,220134.0,220134.0,80250.0,123889.0,123889.0,3521.812853704977,139884.0,96245.0,96245.0,16,6,7,64.5438,52.7664,46.9443,202.4449,12.5163,36.8108,0.7704,0.8562,0.8112,4.297264799617095,83.7776,61.6285,57.8685,0.0,0.002265716057036578,262.7725,14.6184,45.3768,19.2338,8.8621,10.9242,60.3276,2.1021,8.5661,0.2296,0.1438,0.1888,0.0,0.0
37,barton_springs_bouldin_palmer_auditorium,9,15,335.8,0,0,30.25966,-97.753445,5,32.73,41.07,3647.0,993.0,6891,3.6727089627391742,1.0,3,219.34,114251.7,4.86,3.0,6,144.69,3,189.06,0,856.05,359.12,2.0,12.0,485.93,3041.65,2885.16,980.0,0.0,3247.17,0,2421.18,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2660.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3674.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.406,35.69,35.5553,50.0,35.8,35.8,27.8,35.3,31.5,22.2,0.5,4.3,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,151154.1679,136297.1679,138271.9792,220134.0,178274.0,204548.0,119375.0,124453.0,124453.0,4024.869571292178,100759.0,53821.0,80095.0,16,2,4,59.1605,17.3146,24.5852,185.5596,4.1071,19.2782,0.78,0.4519,0.5612,1.2787174486939679,75.8471,38.313,43.8117,0.009151963746223565,0.002491883740060323,237.898,9.0879,34.3544,16.6866,20.9984,19.2265,52.3383,4.9808,15.0762,0.22,0.5481,0.4388,0.0,0.0
36,barton_springs_pool,8,11,328.45454545454544,0,0,30.26452,-97.7712,0,321.83,371.05,34.0,0.0,2358,34.0,1.0,4,143.9,235271.49,0.0,2.0,3,147.48,1,560.6,1,371.38,324.94,3.0,3.0,350.35,3890.48,3555.73,980.0,0.0,3501.62,0,3413.32,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2808.87,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4187.48,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,37.5245,35.1853,35.5144,59.8,36.9,38.4,26.9,34.4,34.4,32.9,2.5,4.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,119724.2261,71683.9669,82544.2181,250001.0,92763.0,213393.0,53042.0,62031.0,62031.0,2818.545934760859,196959.0,30732.0,151362.0,10,2,3,30.0881,17.081,18.3696,94.3729,4.0516,14.4043,0.5309,0.5376,0.4918,0.9679138276283782,56.6764,31.7752,37.3482,0.0,0.22167941176470587,177.7682,7.5371,29.2861,26.5883,14.6942,18.9786,83.3954,3.4855,14.8818,0.4691,0.4624,0.5082,0.0,0.0
17,w_2nd_lavaca_city_hall,9,19,322.94736842105266,0,0,30.26476,-97.74678,5,111.62,116.66,9148.0,1252.0,9890,7.306709265175719,1.0,11,82.27,20945.04,92.45,3.0,76,27.98,40,64.55,0,350.64,228.52,5.0,21.0,295.29,2237.48,2140.52,980.0,0.0,2632.08,0,1579.04,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1930.72,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2905.56,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,39.7502,35.9183,38.4997,55.6,50.0,50.0,31.6,31.6,31.6,24.0,18.4,18.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,147690.5374,173738.2214,166705.7653,220134.0,220134.0,220134.0,114115.0,124453.0,123889.0,1473.636913549035,106019.0,95681.0,96245.0,15,6,9,72.1336,123.6597,137.1945,226.2504,29.3323,107.5793,0.8015,0.993,0.951,19.39728818449,89.9952,124.5281,144.2674,0.023592811501597442,0.003228924355050284,282.2742,29.5382,113.1254,17.8616,0.8684,7.0729,56.0238,0.206,5.5461,0.1985,0.007,0.049,0.0,0.0
87,dean_keeton_robert_dedman_dr,1,11,316.0,0,1,30.28785,-97.728541,5,22.87,94.69,249.0,0.0,3787,249.0,1.0,4,214.89,0.38,274.27,3.0,7,131.74,3,221.78,0,639.12,461.73,1.0,3.0,609.98,960.03,233.88,190.0,190.0,1825.0,1,0.0,132464.25,0.5584,1,366122.63,0.4669,1,1360731.03,0.4338,1,0,1159.33,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,19.48,77501.06,0.3267,1,215281.49,0.2745,1,859334.17,0.274,1,190.0,960.03,5,0.0,1,0,0,0.5584,0.0,0.3267,475.0786,0.3275,27.573,23.7,25.7151,39.4,23.7,39.4,19.4,23.7,19.4,20.0,0.0,20.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,78522.5132,59138.0,71715.28,125774.0,59138.0,125774.0,10625.0,59138.0,10625.0,150.95455783527188,115149.0,0.0,115149.0,10,1,5,374.2716,107.7673,198.4234,1173.9209,25.5626,155.5912,0.1821,0.1888,0.3275,0.4870026173176156,2055.655,570.7268,605.8616,0.0,0.5436835341365461,6447.6617,135.3772,475.0786,1681.3835,462.9595,407.4382,5273.7408,109.8147,319.4874,0.8179,0.8112,0.6725,0.3275,475.0786
35,w_9th_henderson,9,11,310.45454545454544,0,0,30.27217,-97.75246,5,103.82,124.93,6526.0,0.0,7206,6526.0,1.0,2,202.49,29932.63,83.26,2.0,24,86.94,9,146.13,0,512.44,273.99,3.0,9.0,352.68,1924.97,1645.84,980.0,0.0,1871.73,0,1484.83,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1275.76,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2439.32,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.5063,44.7879,42.1202,55.6,55.6,55.6,21.2,32.1,32.1,34.4,23.5,23.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,136276.5615,118062.5523,131144.8534,220134.0,195117.0,195117.0,9000.0,37564.0,37564.0,995.8066912635129,211134.0,157553.0,157553.0,16,6,6,127.7402,136.4482,162.3917,400.6634,32.3657,127.3373,0.8924,0.9669,0.9669,29.20714252947383,143.1354,141.1159,167.9517,0.0,0.005129160281949127,448.9512,33.4729,131.6971,15.3952,4.6677,5.56,48.2878,1.1072,4.3598,0.1076,0.0331,0.0331,0.0,0.0
23,e_5th_neches_downtown_station,9,15,294.6,0,0,30.265843991099903,-97.73891781267967,5,87.37,134.56,3492.0,925.0,4682,3.775135135135135,1.0,7,64.29,7088.65,2.17,3.0,81,42.16,67,87.07,3,60.18,345.66,5.0,18.0,395.88,1912.42,1790.59,130.0,0.0,2643.26,0,1153.42,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1695.85,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2630.84,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.8096,48.8738,46.8452,50.0,50.0,50.0,27.7,45.2,27.7,22.3,4.8,22.3,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,132348.2937,150761.4846,142575.8714,220134.0,161995.0,220134.0,80250.0,114115.0,80250.0,2539.1013230137432,139884.0,47880.0,139884.0,16,2,7,57.4212,0.0,3.1086,180.1044,0.0,2.4376,0.3933,0.0,0.0434,0.04538067002392278,145.9915,63.0747,71.61,0.016174486486486485,0.0042844788087056124,457.9094,14.9614,56.1521,88.5703,63.0747,68.5014,277.805,14.9614,53.7145,0.6067,1.0,0.9566,0.0,0.0
68,s_1st_riverside_long_center,9,15,289.6666666666667,0,0,30.259384,-97.749726,7,9.0,38.58,1166.0,0.0,5236,1166.0,1.0,3,150.28,77934.1,4.24,3.0,6,149.57,3,164.12,0,532.94,204.84,3.0,14.0,315.45,2897.3,2790.27,980.0,0.0,3234.1,0,2230.43,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2585.36,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3562.22,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.8608,35.8,35.6769,50.0,35.8,37.0,31.5,35.8,33.3,18.5,0.0,3.7,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,148325.5917,124453.0,127552.244,220134.0,124453.0,178274.0,123889.0,124453.0,123889.0,4983.833361986778,96245.0,0.0,54385.0,15,1,5,54.9956,22.2001,25.377,172.4962,5.2659,19.899,0.8048,0.7879,0.7775,3.4946085490499104,68.3357,28.1771,32.6387,0.0,0.005732075471698113,214.3381,6.6836,25.5932,13.3401,5.977,7.2617,41.8419,1.4177,5.6942,0.1952,0.2121,0.2225,0.0,0.0
42,dean_keeton_park_place,9,15,288.8666666666667,0,1,30.28931,-97.733037,6,143.58,150.46,23359.0,0.0,4776,23359.0,2.0,5,142.18,30366.15,17.8,3.0,1,284.42,0,298.06,1,575.87,377.16,3.0,8.0,417.5,662.17,245.13,190.0,190.0,1394.01,0,5.44,135283.84,0.5703,1,457208.18,0.5831,1,1435931.53,0.4578,1,0,812.62,0.0,0.0,0,0.0,0.0,0,146801.82,0.0468,1,1,0.0,120455.05,0.5078,1,383821.87,0.4895,1,1259653.07,0.4016,1,190.0,662.17,6,0.0,0,0,1,0.5703,0.0,0.5078,2716.315,0.0756,24.3383,25.0553,23.8063,39.4,29.9,29.9,19.4,19.4,19.4,20.0,10.5,10.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,54359.211,69642.464,56045.9305,125774.0,116593.0,116593.0,4823.0,10625.0,10625.0,20.633074772255796,120951.0,105968.0,105968.0,15,4,6,522.3664,119.5458,261.8479,1638.4276,28.3564,205.3246,0.1296,0.0509,0.0756,0.0817703676513605,4029.2511,2348.979,3464.0816,0.0,0.02385296031508198,12637.9415,557.1813,2716.315,3506.8847,2229.4332,3202.2337,10999.5139,528.8248,2510.9903,0.8704,0.9491,0.9244,0.0756,2716.315
2,w_11th_congress_the_texas_capitol,9,11,283.09090909090907,0,0,30.2726,-97.74127,2,249.51,270.97,8836.0,0.0,4809,8836.0,1.0,5,233.37,1262.32,51.46,3.0,11,84.32,3,132.78,1,347.99,272.92,6.0,16.0,303.17,1229.9,1138.73,130.0,0.0,1861.35,0,571.84,0.0,0.0,0,0.0,0.0,0,185016.2,0.059,1,0,954.27,0.0,0.0,0,0.0,0.0,0,4218.51,0.0013,1,0,1922.46,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,42.2726,42.1511,42.2666,55.6,45.2,45.2,19.4,37.1,37.1,36.2,8.1,8.1,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,122501.9417,113322.5306,113456.1371,220134.0,130194.0,130194.0,10625.0,98706.0,98706.0,1346.668373106072,209509.0,31488.0,31488.0,16,3,3,80.3073,42.4269,40.2879,251.8879,10.0637,31.5912,0.3695,0.3947,0.375,0.5999282164445112,217.3695,107.4973,107.4424,0.0,0.002885751471253961,681.7899,25.4985,84.2495,137.0621,65.0704,67.1545,429.902,15.4348,52.6583,0.6305,0.6053,0.625,0.0,0.0
75,veterans_atlanta_mopac_ped_bridge,9,19,280.7894736842105,0,0,30.274475,-97.769892,1,249.28,323.55,0.0,0.0,1141,0.0,1.0,12,65.86,68181.76,0.81,3.0,0,421.6,0,443.95,0,821.65,482.45,2.0,3.0,645.16,3318.78,2917.58,980.0,0.0,2656.23,0,2809.55,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1993.7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3368.76,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.3432,32.7281,35.9308,59.8,59.8,59.8,29.2,29.2,29.2,30.6,30.6,30.6,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,112829.2071,135603.8359,124126.7403,234688.0,183017.0,183017.0,37564.0,37961.0,37961.0,815.233104469221,197124.0,145056.0,145056.0,10,4,6,112.8916,148.0837,124.9662,354.09,35.1257,97.9906,0.6737,0.6392,0.6436,1.8056592578397084,167.5596,231.6659,194.1742,0.0,0.0,525.5587,54.9515,152.2592,54.668,83.5822,69.2081,171.4687,19.8258,54.2686,0.3263,0.3608,0.3564,0.0,0.0
56,hollow_creek_barton_hills,5,11,277.0,0,0,30.26139,-97.77234,0,646.73,688.75,26.0,0.0,2827,26.0,1.0,7,87.03,73806.88,62.42,2.0,2,290.26,0,725.73,0,595.43,328.15,2.0,3.0,443.31,4173.16,3855.4,980.0,0.0,3839.0,0,3707.54,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3146.21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4517.19,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.1195,37.1915,36.8098,59.8,41.0,41.0,26.9,34.4,26.9,32.9,6.6,14.1,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,129607.3789,110804.2262,122855.9325,250001.0,213393.0,250001.0,53042.0,62031.0,62031.0,2625.564356879993,196959.0,151362.0,187970.0,12,4,5,43.1844,22.3876,27.4216,135.4499,5.3104,21.5023,0.3911,0.4874,0.4595,0.8502360635513133,110.4054,45.9324,59.6735,0.0,0.4190461538461539,346.2918,10.8952,46.7922,67.221,23.5448,32.2518,210.842,5.5849,25.2898,0.6089,0.5126,0.5405,0.0,0.0
74,south_congress_mary,9,11,271.72727272727275,0,0,30.244961,-97.751272,2,9.06,200.94,959.0,1121.0,3744,0.855486173059768,1.0,10,114.43,0.0,395.93,3.0,20,55.42,7,118.46,0,1184.02,449.89,1.0,3.0,666.81,4439.64,4339.29,130.0,0.0,4839.16,0,3726.39,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4155.51,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,5129.48,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.5013,37.1896,36.9118,46.5,38.0,38.0,19.6,36.3,30.5,26.9,1.7,7.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,129607.6221,128581.7991,124903.0211,233073.0,152467.0,152467.0,52609.0,152467.0,63095.0,2246.0936377205126,180464.0,0.0,89372.0,14,2,3,21.7309,28.9627,28.2234,68.1601,6.87,22.131,0.3694,0.3924,0.398,0.6610629698995457,58.8336,73.8006,70.9174,0.01561605709188225,0.018254014598540147,184.5346,17.5056,55.609,37.1027,44.8379,42.694,116.3745,10.6356,33.4779,0.6306,0.6076,0.602,0.0,0.0
76,zilker_park,8,15,262.6,0,0,30.2659,-97.76822,2,31.18,175.12,51.0,0.0,2568,51.0,1.0,0,307.08,237174.19,0.0,3.0,1,297.83,0,510.5,1,300.37,324.94,2.0,5.0,471.37,3566.28,3234.44,980.0,0.0,3201.06,0,3090.74,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2508.28,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3880.37,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.1383,34.6443,35.1887,59.8,36.9,38.4,26.9,34.4,32.1,32.9,2.5,6.3,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,129456.3422,65034.519,85843.651,250001.0,92763.0,213393.0,37961.0,62031.0,62031.0,2570.261536342623,212040.0,30732.0,151362.0,11,2,5,36.2925,15.9629,21.9923,113.8332,3.7864,17.245,0.6139,0.5119,0.5163,1.0675506691923882,59.1135,31.1832,42.5931,0.0,0.14503333333333335,185.4122,7.3967,33.3988,22.8209,15.2203,20.6007,71.579,3.6103,16.1538,0.3861,0.4881,0.4837,0.0,0.0
28,w_6th_lavaca,9,7,259.42857142857144,0,0,30.268887,-97.745242,15,32.77,66.51,13709.0,687.0,6877,19.954876273653568,1.0,9,164.59,6623.28,177.06,2.0,45,43.22,39,43.22,1,293.91,205.02,6.0,20.0,254.04,1761.88,1661.23,980.0,0.0,2184.59,0,1133.18,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1449.99,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2424.97,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,41.6346,36.0767,38.9596,55.6,50.0,50.0,31.6,31.6,31.6,24.0,18.4,18.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,139508.7088,168132.4499,157876.3935,220134.0,220134.0,220134.0,37564.0,114115.0,114115.0,1243.058566339964,182570.0,106019.0,106019.0,16,5,6,83.2415,111.1589,137.8424,261.091,26.3671,108.0874,0.706,0.9057,0.851,5.713136459979597,117.9,122.7299,161.9697,0.04237510917030567,0.002123546575242541,369.799,29.1117,127.0064,34.6585,11.571,24.1273,108.708,2.7447,18.9191,0.294,0.0943,0.149,0.0,0.0
31,w_8th_congress,9,11,254.9090909090909,0,0,30.2698,-97.74186,8,12.66,132.94,28537.0,0.0,5374,28537.0,1.0,5,111.31,1239.89,240.39,3.0,55,15.18,36,17.33,1,283.78,199.34,7.0,18.0,258.43,1541.56,1444.53,130.0,0.0,2142.41,0,850.07,0.0,0.0,0,0.0,0.0,0,30598.97,0.0098,1,0,1269.57,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2237.68,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,42.0841,41.7297,41.748,55.6,50.0,50.0,27.7,31.6,31.6,27.9,18.4,18.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,133402.8845,125201.0256,135564.6091,220134.0,220134.0,220134.0,80250.0,114115.0,98706.0,2224.49302613313,139884.0,106019.0,121428.0,16,4,6,83.2359,7.9553,18.4057,261.0734,1.887,14.4326,0.5556,0.1021,0.2368,0.31031709855254447,149.8238,77.9087,77.7183,0.0,0.0006475838385254231,469.9295,18.4801,60.9418,66.5879,69.9534,59.3126,208.8561,16.593,46.5092,0.4444,0.8979,0.7632,0.0,0.0
38,barton_springs_kinney,9,11,252.1818181818182,0,0,30.262,-97.76118,3,55.38,120.75,859.0,0.0,7316,859.0,1.0,11,109.33,697.48,266.83,3.0,23,47.87,20,47.87,0,773.56,514.08,0.0,5.0,684.14,3303.19,3049.42,980.0,0.0,3218.4,0,2806.68,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2556.85,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3830.13,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.0209,34.727,34.9668,38.4,38.4,38.4,27.8,31.5,31.5,10.6,6.9,6.9,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,152453.8444,179634.5183,179614.4512,213393.0,213393.0,213393.0,53042.0,148333.0,62031.0,2150.4300059024317,160351.0,65060.0,151362.0,12,3,7,55.6339,81.8414,77.138,174.4985,19.4129,60.4868,0.3909,0.7572,0.7242,2.6255116524366158,142.3376,108.0894,106.5182,0.0,0.029847497089639116,446.4486,25.639,83.5249,86.7036,26.2481,29.3802,271.9501,6.2261,23.0381,0.6091,0.2428,0.2758,0.0,0.0
25,w_5th_campbell,9,15,251.7333333333333,0,0,30.27489,-97.76483,4,15.08,116.9,1780.0,0.0,3380,1780.0,1.0,17,92.86,0.0,278.54,3.0,15,44.68,5,46.27,0,797.63,489.12,1.0,2.0,791.45,2840.54,2447.51,980.0,0.0,2248.16,0,2333.24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1565.85,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2953.14,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,37.3008,33.5995,34.7636,59.8,44.2,55.6,29.2,32.1,29.2,30.6,12.1,26.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,113715.587,151389.6013,134176.3593,183017.0,183017.0,183017.0,37564.0,37564.0,37564.0,1055.268694995635,145453.0,145453.0,145453.0,12,3,6,139.8589,111.1687,143.1201,438.6743,26.3694,112.2258,0.7825,0.883,0.8826,7.520223544548087,178.7397,125.9017,162.1515,0.0,0.016777584269662922,560.6259,29.8641,127.149,38.8808,14.733,19.0314,121.9515,3.4947,14.9232,0.2175,0.117,0.1174,0.0,0.0
