id,name,district,total_docks,trips_per_dock,ebs_station,is_ut,lat,lon,transit_nearby,nearest_transit_stop_dist_m,avg_dist_3_nearest_transit_stops_m,jobs_nearby_275m,housing_nearby_275m,housing_nearby_1000m,job_housing_ratio_275m,low_income_access_score,amenities_nearby,avg_dist_3_nearest_amenities_m,park_area_nearby,nearest_park_dist_m,bike_infra_score,retail_nearby,avg_dist_3_nearest_retail_m,entertainment_nearby,avg_dist_3_nearest_entertainment_m,tourism_nearby,avg_dist_3_nearest_tourism_m,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_stations_dist_3_nearest_m,nearest_dining_hall_dist_m,nearest_dorm_dist_m,nearest_dorm_pop,dorm_pop_within_500m,dist_to_west_campus_center_m,in_ut_shape,dist_to_ut_shape_m,ut_shape_area_within_275m,ut_shape_share_of_275m_buffer,ut_shape_touches_275m_buffer,ut_shape_area_within_500m,ut_shape_share_of_500m_buffer,ut_shape_touches_500m_buffer,ut_shape_area_within_1000m,ut_shape_share_of_1000m_buffer,ut_shape_touches_1000m_buffer,in_west_campus_shape,dist_to_west_campus_shape_m,west_campus_shape_area_within_275m,west_campus_shape_share_of_275m_buffer,west_campus_shape_touches_275m_buffer,west_campus_shape_area_within_500m,west_campus_shape_share_of_500m_buffer,west_campus_shape_touches_500m_buffer,west_campus_shape_area_within_1000m,west_campus_shape_share_of_1000m_buffer,west_campus_shape_touches_1000m_buffer,in_north_campus_shape,dist_to_north_campus_shape_m,north_campus_shape_area_within_275m,north_campus_shape_share_of_275m_buffer,north_campus_shape_touches_275m_buffer,north_campus_shape_area_within_500m,north_campus_shape_share_of_500m_buffer,north_campus_shape_touches_500m_buffer,north_campus_shape_area_within_1000m,north_campus_shape_share_of_1000m_buffer,north_campus_shape_touches_1000m_buffer,ut_x_dorm_pop_500m,ut_x_dining_dist,ut_x_transit,ut_x_housing_275m,ut_x_in_ut_shape,ut_x_in_west_campus_shape,ut_x_in_north_campus_shape,ut_x_ut_shape_share_275m,ut_x_west_campus_share_275m,ut_x_north_campus_share_275m,ut_x_students_500m,ut_x_grad_share_500m,demo_age_area_weighted_1000m,demo_age_area_weighted_275m,demo_age_area_weighted_500m,demo_age_max_1000m,demo_age_max_275m,demo_age_max_500m,demo_age_min_1000m,demo_age_min_275m,demo_age_min_500m,demo_age_range_1000m,demo_age_range_275m,demo_age_range_500m,demo_area_covered_1000m2,demo_area_covered_275m2,demo_area_covered_500m2,demo_coverage_share_of_1000m_buffer,demo_coverage_share_of_275m_buffer,demo_coverage_share_of_500m_buffer,demo_income_area_weighted_1000m,demo_income_area_weighted_275m,demo_income_area_weighted_500m,demo_income_max_1000m,demo_income_max_275m,demo_income_max_500m,demo_income_min_1000m,demo_income_min_275m,demo_income_min_500m,demo_income_per_student_500m,demo_income_range_1000m,demo_income_range_275m,demo_income_range_500m,demo_polygons_intersecting_1000m,demo_polygons_intersecting_275m,demo_polygons_intersecting_500m,grad_density_sqkm_1000m,grad_density_sqkm_275m,grad_density_sqkm_500m,grad_est_1000m,grad_est_275m,grad_est_500m,grad_share_students_1000m,grad_share_students_275m,grad_share_students_500m,grad_to_undergrad_ratio_500m,student_density_sqkm_1000m,student_density_sqkm_275m,student_density_sqkm_500m,student_to_housing_ratio_275m,student_to_jobs_ratio_275m,students_est_1000m,students_est_275m,students_est_500m,undergrad_density_sqkm_1000m,undergrad_density_sqkm_275m,undergrad_density_sqkm_500m,undergrad_est_1000m,undergrad_est_275m,undergrad_est_500m,undergrad_share_students_1000m,undergrad_share_students_275m,undergrad_share_students_500m,ut_x_grad_share_500m,ut_x_students_500m
11,w_22nd_pearl,9,23,1062.1304347826087,0,1,30.2853,-97.7467,2,3.67,213.27,870.0,864.0,6875,1.0069444444444444,2.0,18,163.74,0.0,533.02,3.0,8,179.72,5,203.71,0,578.65,178.58,4.0,10.0,302.69,881.28,547.45,980.0,0.0,362.92,0,397.59,0.0,0.0,0,11220.7,0.0143,1,525054.03,0.1674,1,1,0.0,232699.71,0.981,1,626904.66,0.7995,1,1198526.34,0.3821,1,0,902.2,0.0,0.0,0,0.0,0.0,0,14083.94,0.0045,1,0.0,881.28,2,864.0,0,1,0,0.0,0.981,0.0,6900.9396,0.0429,30.7905,21.8477,25.6975,46.5,44.4,44.4,19.4,19.9,19.4,27.1,24.5,25.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,64873.7439,23223.8987,33212.2908,250001.0,98706.0,98706.0,2499.0,8761.0,2499.0,4.812720111330927,247502.0,89945.0,96207.0,20,6,10,295.1184,431.5568,377.6456,925.6531,102.3659,296.1259,0.0577,0.0475,0.0429,0.04483486036858239,5117.9397,9080.8539,8800.6796,2.4930462962962965,2.475852873563219,16052.6662,2153.992,6900.9396,4822.8214,8649.2971,8423.0341,15127.0131,2051.6261,6604.8137,0.9423,0.9525,0.9571,0.0429,6900.9396
63,rainey_cummings,9,19,800.2631578947369,0,0,30.255906,-97.739949,0,431.83,458.98,670.0,0.0,4549,670.0,2.0,6,72.9,44031.24,0.0,3.0,7,82.21,5,106.6,0,832.55,572.74,0.0,8.0,627.44,3018.24,2894.94,130.0,0.0,3684.79,0,2235.26,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2794.87,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3700.02,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,39.769,43.6835,41.0747,50.0,46.2,46.5,30.9,34.5,33.3,19.1,11.7,13.2,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,137994.5049,157503.5465,145255.9159,220134.0,166721.0,166721.0,80250.0,106250.0,106250.0,26579.30757548033,139884.0,60471.0,60471.0,17,3,6,19.5988,0.0,4.0747,61.4727,0.0,3.1951,0.5759,0.0,0.5846,1.4075950482400108,34.0319,0.0,6.9694,0.0,0.0,106.7425,0.0,5.465,14.433,0.0,2.8948,45.2698,0.0,2.2699,0.4241,0.0,0.4154,0.0,0.0
20,w_3rd_west,9,11,671.0,0,0,30.2678,-97.75189,5,177.57,204.89,4622.0,3818.0,8216,1.2105814562598218,1.0,11,135.86,27463.1,78.53,3.0,34,36.16,19,82.49,0,745.87,242.33,5.0,16.0,267.43,2222.88,2011.51,980.0,0.0,2332.78,0,1706.39,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1754.06,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2808.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.0602,39.1253,38.7227,55.6,42.2,55.6,31.5,37.0,31.6,24.1,5.2,24.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,146244.0125,169594.21,161883.3288,220134.0,195117.0,220134.0,37564.0,155363.0,37564.0,890.2872189655656,182570.0,39754.0,182570.0,19,3,10,107.4556,308.0128,229.9629,337.0397,73.0611,180.3224,0.9348,1.0,0.9917,119.4029929810621,114.9457,308.0128,231.8889,0.019135961236249343,0.01580724794461272,360.5327,73.0611,181.8327,7.4901,0.0,1.926,23.493,0.0,1.5102,0.0652,0.0,0.0083,0.0,0.0
18,w_3rd_nueces,9,11,613.0909090909091,0,0,30.26697,-97.74929,6,15.69,136.2,10453.0,2065.0,6568,5.061985472154964,1.0,17,71.34,26528.68,86.84,3.0,50,39.11,29,55.07,0,578.93,266.51,5.0,17.0,336.0,2144.05,1983.06,980.0,0.0,2392.43,0,1562.26,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1769.37,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2771.1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.8125,39.2061,37.6188,55.6,42.2,55.6,31.6,31.6,31.6,24.0,10.6,24.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,146379.5396,176080.2489,166684.749,220134.0,220134.0,220134.0,37564.0,155363.0,120469.0,940.2232317870784,182570.0,64771.0,99665.0,16,4,7,89.8445,415.0575,223.1832,281.8016,98.4522,175.0062,0.8679,1.0,0.9872,76.8987608752966,103.5168,415.0575,226.0855,0.047676610169491526,0.009418559265282695,324.6856,98.4522,177.2821,13.6723,0.0,2.9024,42.8839,0.0,2.2758,0.1321,0.0,0.0128,0.0,0.0
66,riverside_south_lamar,9,19,582.3684210526316,0,0,30.26446,-97.75665,1,191.4,286.2,2521.0,0.0,7666,2521.0,1.0,14,107.34,92016.05,11.64,3.0,9,60.11,7,64.4,0,938.96,338.07,1.0,10.0,480.33,2804.15,2570.09,980.0,0.0,2806.04,0,2293.06,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2174.61,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3368.29,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.8163,35.5454,35.4039,55.6,38.0,38.0,31.5,32.1,31.5,24.1,5.9,6.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,156489.9028,148752.204,151860.6292,220134.0,183017.0,204548.0,37564.0,124453.0,124453.0,2229.7327180279294,182570.0,58564.0,80095.0,15,4,7,97.1573,98.2506,83.8635,304.7387,23.3052,65.7605,0.8698,0.9914,0.9655,28.02373646978607,111.7047,99.1003,86.8561,0.0,0.009324355414518048,350.3673,23.5067,68.1071,14.5474,0.8497,2.9926,45.6286,0.2015,2.3466,0.1302,0.0086,0.0345,0.0,0.0
51,e_6th_medina,3,11,572.1818181818181,0,0,30.26455,-97.73165,3,157.47,184.4,3786.0,0.0,4804,3786.0,2.0,10,84.6,0.0,414.4,4.0,37,32.68,17,33.91,1,294.68,484.17,1.0,12.0,547.15,2104.7,1909.1,900.0,0.0,3061.18,0,1138.35,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1999.55,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2559.46,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.5379,33.9521,34.6141,50.0,35.5,50.0,27.7,27.7,27.7,22.3,7.8,22.3,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,113040.1515,86167.4227,96645.3861,166721.0,110069.0,161995.0,68913.0,80250.0,80250.0,344.22494081292257,97808.0,29819.0,81745.0,14,2,4,66.227,83.2185,105.7778,207.7241,19.7396,82.9443,0.2942,0.3235,0.2954,0.4192960195735474,225.1127,257.2268,358.0526,0.0,0.016115847860538827,706.0769,61.0146,280.7623,158.8857,174.0083,252.2748,498.3528,41.275,197.818,0.7058,0.6765,0.7046,0.0,0.0
60,nash_hernandez_east_rbj_south,3,11,569.3636363636364,0,0,30.252,-97.7346,2,155.03,215.83,46.0,338.0,3601,0.13609467455621302,3.0,1,233.43,76263.65,1.63,4.0,1,325.11,0,608.12,0,1412.91,672.53,0.0,1.0,997.87,3442.71,3293.44,900.0,0.0,4231.47,0,2543.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3267.25,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3979.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,39.2422,37.4691,39.0672,46.5,46.5,46.5,30.9,34.4,30.9,15.6,12.1,15.6,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,126356.2189,113713.0621,120157.7194,166721.0,166721.0,166721.0,80250.0,90532.0,90532.0,13360.952653115688,86471.0,76189.0,76189.0,15,4,7,18.0707,0.9121,4.098,56.6795,0.2163,3.2134,0.5969,0.35,0.3573,0.5559707948371916,30.2737,2.606,11.4689,0.001828698224852071,0.01343695652173913,94.955,0.6181,8.9932,12.2031,1.6939,7.371,38.2755,0.4018,5.7798,0.4031,0.65,0.6427,0.0,0.0
62,plaza_saltillo,3,15,502.8,0,0,30.26217,-97.72743,3,16.32,167.54,2578.0,1641.0,3570,1.570993296770262,2.0,7,90.94,3929.47,155.41,3.0,50,60.49,31,79.89,0,651.34,299.05,4.0,8.0,407.02,2479.26,2241.95,900.0,0.0,3499.09,0,1462.77,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2417.27,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2778.75,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.1708,35.2156,34.0984,50.0,35.5,43.5,27.7,27.7,27.7,22.3,7.8,15.8,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,104688.5255,81337.1463,88418.6376,166721.0,110069.0,127788.0,68913.0,80250.0,68913.0,413.7068961725674,97808.0,29819.0,58875.0,16,2,6,132.2503,42.5157,87.0899,414.8094,10.0848,68.2904,0.4159,0.4099,0.3195,0.46956766884981005,318.0195,103.7281,272.5581,0.014993601462522852,0.009544026377036463,997.4837,24.6045,213.7229,185.7693,61.2124,185.4682,582.6743,14.5197,145.4325,0.5841,0.5901,0.6805,0.0,0.0
58,lakeshore_lady_bird_ln,3,11,474.3636363636364,0,0,30.24478312140979,-97.72319224423872,0,417.55,474.87,28.0,0.0,4749,28.0,2.0,2,252.51,30587.56,16.75,3.0,1,356.65,0,494.31,0,1448.45,620.89,0.0,1.0,1105.19,4434.17,4210.08,900.0,0.0,5380.1,0,3429.75,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4335.26,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4716.58,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,31.9215,30.5385,31.5309,43.3,37.7,37.7,22.0,29.9,29.9,21.3,7.8,7.8,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,86574.8026,94928.5452,95680.5983,126273.0,126273.0,126273.0,29914.0,83694.0,83694.0,1763.3076241200104,96359.0,42579.0,42579.0,12,3,4,53.7105,44.537,44.3547,168.4657,10.5642,34.7801,0.3072,0.6399,0.641,1.7852519518116816,174.837,69.5975,69.1996,0.0,0.5895928571428571,548.3848,16.5086,54.262,121.1265,25.0605,24.845,379.9191,5.9444,19.4819,0.6928,0.3601,0.359,0.0,0.0
92,w_7th_congress_w_6th_congress,9,17,466.4117647058824,1,0,30.26822,-97.74285,5,130.16,166.77,33231.0,0.0,4559,33231.0,1.0,5,148.35,0.0,380.95,3.0,84,27.01,60,27.01,2,184.61,199.34,7.0,19.0,222.6,1738.1,1643.04,130.0,0.0,2291.76,0,1048.93,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1458.65,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2429.88,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,41.7149,40.73,41.484,55.6,50.0,50.0,27.7,31.6,31.6,27.9,18.4,18.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,138458.4712,154784.4304,152686.2169,220134.0,220134.0,220134.0,80250.0,114115.0,114115.0,2108.768363961804,139884.0,106019.0,106019.0,16,4,6,76.6605,5.4299,46.9717,240.4494,1.288,36.8322,0.599,0.1071,0.5087,1.0353918118133876,127.9865,50.7195,92.3377,0.0,0.0003620324395895399,401.4358,12.0307,72.4054,51.326,45.2896,45.366,160.9864,10.7428,35.5732,0.401,0.8929,0.4913,0.0,0.0
13,e_23rd_san_jacinto_dkr_stadium,9,23,459.0,0,1,30.2856,-97.7335,8,6.29,27.89,472.0,0.0,3259,472.0,2.0,5,124.64,0.0,428.14,3.0,8,156.15,3,195.46,2,323.0,413.6,2.0,8.0,477.52,429.1,373.26,390.0,4313.0,1384.44,1,0.0,237201.48,1.0,1,755624.98,0.9636,1,1898279.5,0.6052,1,0,622.96,0.0,0.0,0,0.0,0.0,0,219310.94,0.0699,1,0,410.16,0.0,0.0,0,35006.98,0.0446,1,617602.44,0.1969,1,4313.0,429.1,8,0.0,1,0,0,1.0,0.0,0.0,3471.203,0.0232,26.206,21.7862,21.934,44.4,23.7,29.9,19.4,19.4,19.4,25.0,4.3,10.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,56893.3589,37546.2481,38816.2607,125774.0,59138.0,116593.0,4823.0,10625.0,10625.0,11.182365508441885,120951.0,48513.0,105968.0,15,2,3,253.9884,103.0516,102.8944,796.647,24.444,80.6834,0.0612,0.0237,0.0232,0.023796765545906297,4147.4579,4340.276,4426.7805,0.0,2.1811862288135595,13008.7029,1029.5199,3471.203,3893.4695,4237.2244,4323.8861,12212.0559,1005.0759,3390.5196,0.9388,0.9763,0.9768,0.0232,3471.203
59,lakeshore_pleasant_valley,3,15,448.4,0,0,30.24258,-97.71726,2,41.63,133.41,0.0,0.0,4293,0.0,2.0,6,198.23,108125.42,20.93,3.0,0,415.2,0,746.94,0,1507.26,620.89,0.0,1.0,1238.6,4859.26,4608.73,900.0,0.0,5862.3,0,3836.13,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4793.51,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,5030.86,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,30.3157,28.4354,28.4839,43.3,29.9,30.9,22.0,26.8,26.3,21.3,3.1,4.6,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,79996.9895,67075.0393,67716.0168,126273.0,83694.0,83694.0,29914.0,48519.0,48519.0,394.33719443912247,96359.0,35175.0,35175.0,14,2,5,64.32,59.7079,64.187,201.7428,14.1628,50.3314,0.2423,0.3231,0.2931,0.41462661164826997,265.4219,184.793,218.9937,0.0,0.0,832.5087,43.8332,171.7211,201.1019,125.0851,154.8067,630.7659,29.6704,121.3897,0.7577,0.6769,0.7069,0.0,0.0
64,rainey_driskill,9,11,444.45454545454544,0,0,30.260814,-97.738086,2,92.53,170.53,605.0,1901.0,6524,0.31825355076275647,2.0,9,96.31,26197.03,169.31,2.0,22,22.82,17,44.71,0,595.95,563.2,0.0,11.0,591.4,2462.23,2334.58,130.0,0.0,3199.36,0,1662.63,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2257.38,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3127.69,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.5183,45.7146,44.6131,50.0,50.0,50.0,27.7,35.5,34.5,22.3,14.5,15.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,132221.8002,154702.9011,146165.8959,220134.0,166721.0,166721.0,80250.0,80250.0,80250.0,8618.577066405653,139884.0,86471.0,86471.0,15,4,6,20.1232,1.7639,4.2563,63.1173,0.4184,3.3375,0.3123,0.1114,0.1968,0.24500987380615039,64.4343,15.8393,21.6281,0.0019763808521830613,0.006210082644628099,202.1015,3.7571,16.9594,44.3112,14.0754,17.3718,138.9842,3.3387,13.6219,0.6877,0.8886,0.8032,0.0,0.0
24,w_5th_bowie,9,15,436.73333333333335,0,0,30.2696,-97.75332,7,67.32,137.41,7488.0,2318.0,8216,3.2303710094909404,1.0,9,80.44,8811.34,64.19,3.0,35,41.0,11,41.0,0,595.92,242.33,5.0,10.0,276.12,2174.05,1920.47,980.0,0.0,2168.26,0,1729.23,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1564.62,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2717.95,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.6426,39.5361,39.1231,55.6,55.6,55.6,31.6,32.1,32.1,24.0,23.5,23.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,142379.6791,162885.449,152978.7803,220134.0,195117.0,195117.0,37564.0,37564.0,37564.0,1022.7577125291159,182570.0,157553.0,157553.0,13,6,7,121.0607,196.2924,188.6956,379.7127,46.5608,147.9632,0.9509,0.9991,0.9892,91.8113675850087,127.3141,196.4742,190.7509,0.020105263157894737,0.006223824786324786,399.3269,46.604,149.5748,6.2534,0.1818,2.0552,19.6142,0.0431,1.6116,0.0491,0.0009,0.0108,0.0,0.0
16,e_2nd_congress,9,15,426.6666666666667,0,0,30.26408,-97.74355,3,124.41,215.56,10003.0,0.0,6888,10003.0,1.0,11,80.4,15966.05,153.47,3.0,67,50.31,42,56.22,2,206.39,169.6,5.0,20.0,246.94,2194.94,2093.96,130.0,0.0,2733.08,0,1485.13,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1921.93,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2891.89,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.6428,43.7698,42.2227,50.0,50.0,50.0,27.7,31.6,31.6,22.3,18.4,18.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,143995.4715,173327.2459,166340.7536,220134.0,220134.0,220134.0,80250.0,155363.0,114115.0,4211.3075805218405,139884.0,64771.0,106019.0,16,4,9,59.947,20.4167,31.391,188.0265,4.8429,24.6149,0.6953,0.477,0.6232,1.6538159194286366,86.2224,42.8044,50.3721,0.0,0.0010150254923522943,270.4408,10.1533,39.4986,26.2754,22.3877,18.981,82.4142,5.3104,14.8837,0.3047,0.523,0.3768,0.0,0.0
54,electric_drive_pfluger_ped_bridge,9,19,409.3157894736842,0,0,30.267064,-97.75482,4,140.69,155.15,653.0,2318.0,8216,0.2817083692838654,1.0,8,115.67,42624.81,1.32,3.0,13,98.24,5,139.88,0,792.48,293.45,3.0,11.0,315.82,2473.77,2232.71,980.0,0.0,2477.96,0,1988.76,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1859.89,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3030.76,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.9388,36.4107,36.027,55.6,38.0,55.6,31.5,32.1,32.1,24.1,5.9,23.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,148159.0645,164280.7361,162583.165,220134.0,183017.0,195117.0,37564.0,124453.0,120469.0,1612.4451305263701,182570.0,58564.0,74648.0,14,4,7,114.7415,94.6847,128.0455,359.8924,22.4594,100.4052,0.9412,0.9994,0.9958,236.2475294117647,121.9043,94.741,128.5875,0.009694866264020708,0.0344145482388974,382.3586,22.4727,100.8302,7.1627,0.0562,0.542,22.4662,0.0133,0.425,0.0588,0.0006,0.0042,0.0,0.0
29,w_16th_san_antonio,9,11,380.45454545454544,0,0,30.27924,-97.74371,7,101.19,147.3,6343.0,0.0,3720,6343.0,1.0,5,193.77,0.0,461.91,2.0,7,118.91,4,147.14,0,568.8,547.91,0.0,12.0,633.27,783.2,521.82,980.0,0.0,1089.14,0,349.9,0.0,0.0,0,34415.36,0.0439,1,596159.0,0.1901,1,0,312.12,0.0,0.0,0,96505.65,0.1231,1,536734.3,0.1711,1,0,1316.94,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.1437,44.4,41.2685,55.6,44.4,44.4,19.4,44.4,19.4,36.2,0.0,25.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,80528.3818,98706.0,88794.1992,139474.0,98706.0,130194.0,2499.0,98706.0,10625.0,68.1304670119194,136975.0,0.0,119569.0,14,1,5,136.5393,89.1954,142.4018,428.2621,21.1573,111.6625,0.0401,0.556,0.0857,0.09370537377293478,3404.4689,160.4279,1662.0772,0.0,0.005999322087340375,10678.2819,38.0537,1303.2965,3267.9296,71.2325,1519.6754,10250.0198,16.8964,1191.6339,0.9599,0.444,0.9143,0.0,0.0
57,lake_austin_blvd_deep_eddy,10,11,368.8181818181818,0,0,30.27807,-97.77272,5,146.12,164.49,989.0,0.0,1141,989.0,1.0,2,286.24,35568.95,48.64,3.0,7,37.62,4,37.67,0,964.52,482.45,1.0,2.0,911.96,3455.48,3072.25,980.0,0.0,2687.24,0,2981.17,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2055.17,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3397.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,39.7331,30.8304,36.5589,59.8,33.0,59.8,29.2,29.2,29.2,30.6,3.8,30.6,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,121063.7515,94612.5951,107711.8872,234688.0,170000.0,183017.0,37961.0,37961.0,37961.0,384.26577554434317,196727.0,132039.0,145056.0,9,2,6,135.3509,293.2627,205.937,424.5346,69.5623,161.4828,0.6209,0.5667,0.5761,1.3590208621402102,217.976,517.4724,357.4703,0.0,0.12411041456016178,683.6922,122.7452,280.3057,82.6251,224.2098,151.5333,259.1576,53.1829,118.8229,0.3791,0.4333,0.4239,0.0,0.0
71,south_congress_barton_springs,9,11,363.8181818181818,0,0,30.25839,-97.74592,2,243.36,265.69,4726.0,428.0,6161,11.042056074766355,1.0,2,270.76,0.0,337.69,3.0,15,69.1,6,166.92,2,354.12,305.54,3.0,12.0,366.73,2864.96,2764.54,130.0,0.0,3340.63,0,2153.95,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2586.05,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3558.47,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.5189,34.9678,36.6978,50.0,35.8,46.2,31.6,33.3,33.3,18.4,2.5,12.9,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,146529.9474,125772.136,134861.013,220134.0,166071.0,166721.0,80250.0,123889.0,123889.0,6507.448477859111,139884.0,42182.0,42832.0,16,3,5,34.2301,12.5011,21.0879,107.3644,2.9653,16.5358,0.733,0.7748,0.7979,3.9479992359851015,46.6966,16.1346,26.4292,0.008941822429906543,0.0008097968683876428,146.4662,3.8271,20.7241,12.4665,3.6334,5.3414,39.1018,0.8619,4.1884,0.267,0.2252,0.2021,0.0,0.0
