name,lat,lon,type
roy_g_guerrero_sb_(pleasant_valley_and_lakeshore),30.2422,-97.717511,bus
oltorf_east_sb_(oltorf_and_pleasant_valley),30.227843,-97.728279,bus
2030_oltorf_and_willow_creek,30.23021,-97.731749,bus
2201_burton_and_oltorf,30.231208,-97.73355,bus
burton_and_riverside,30.239196,-97.727578,bus
elmont_and_pleasant_valley_and_1,30.239624,-97.721486,bus
roy_g_guerrero_nb_(pleasant_valley_and_lakeshore),30.242205,-97.717284,bus
517_pleasant_valley_(krieg_field),30.246284,-97.71469,bus
501_pleasant_valley_and_5th,30.257443,-97.710596,bus
7th_street_nb_(pleasant_valley_and_7th),30.25986,-97.709481,bus
819_pleasant_valley_and_lyons,30.263548,-97.708226,bus
851_pleasant_valley_and_webberville,30.265299,-97.708781,bus
3601_govalle_and_gunter,30.264616,-97.698463,bus
1017_springdale_and_goodwin,30.267244,-97.694388,bus
1053_springdale_and_prock,30.27106,-97.69193,bus
1107_springdale_and_ledesma,30.274299,-97.689894,bus
1161_springdale_and_webberville,30.277096,-97.688064,bus
1207_springdale_and_12th,30.279924,-97.686346,bus
springdale_and_leslie,30.282374,-97.684815,bus
1819_springdale_and_martin_luther_king,30.28557,-97.68273,bus
berkman_and_larkwood,30.31036,-97.69473,bus
6001_berkman_and_briarcliff,30.314786,-97.692049,bus
6207_berkman_and_glen_valley,30.31646,-97.691029,bus
6509_berkman_and_wheless,30.318728,-97.689634,bus
berkman_and_us_290_se_corner,30.320741,-97.688771,bus
berkman_and_us_290_ne_corner,30.32244,-97.68899,bus
1008_st_johns_and_bethune,30.33032,-97.69854,bus
900_st_johns_and_bennett,30.331594,-97.701247,bus
7100_roland_johnson_and_st_johns,30.333174,-97.706079,bus
6970_roland_johnson_and_huntland,30.330907,-97.706983,bus
300_huntland_and_brenda,30.330854,-97.710681,bus
6500_jonathan_dr_(highland_mall),30.328767,-97.713056,bus
7401_lamar_and_st_johns,30.341113,-97.716607,bus
exposition_and_warren,30.309551,-97.762879,bus
exposition_and_mountain_laurel,30.307628,-97.763402,bus
exposition_and_northwood,30.305496,-97.764927,bus
2728_exposition_(casis_elementary),30.30379,-97.764542,bus
2525_enfield_and_norwalk,30.289983,-97.7712,bus
1801_enfield_and_hartford,30.284786,-97.762233,bus
1603_enfield_and_west_lynn,30.282771,-97.758105,bus
oltorf_and_alta_vista,30.23632,-97.74719,bus
1101_oltorf_and_alta_vista,30.235651,-97.745688,bus
1313_oltorf_and_schriber,30.234202,-97.743018,bus
1605_oltorf_and_ih_35,30.23322,-97.739459,bus
1747_oltorf_and_parker,30.232279,-97.737098,bus
710_oltorf_and_east_side,30.23677,-97.748611,bus
enfield_and_pease,30.283102,-97.758934,bus
1728_enfield_and_hartford,30.28462,-97.761717,bus
2600_enfield_and_norwalk,30.290818,-97.772388,bus
enfield_and_hopi,30.292411,-97.775684,bus
6594_1st_and_william_cannon,30.197445,-97.7875,bus
6403_s_1st_and_eberhart,30.200331,-97.785673,bus
6001_s_1st_and_flournoy,30.203634,-97.783793,bus
5201_s_1st_and_ramble,30.211573,-97.779025,bus
5001_s_1st_and_emerald_wood,30.213276,-97.778011,bus
4617_s_1st_and_orland,30.216799,-97.775454,bus
4401_s_1st_and_st_elmo,30.220937,-97.772909,bus
4217_s_1st_and_radam,30.223688,-97.771174,bus
3837_s_1st_and_ben_white,30.22722,-97.768914,bus
3715_1st_and_south_center,30.229637,-97.76737,bus
3361_s_1st_and_lightsey,30.232198,-97.765807,bus
3001_s_1st_and_powell,30.235094,-97.763975,bus
2701_s_1st_and_cumberland,30.238061,-97.762106,bus
2529_s_1st_and_herndon,30.239949,-97.760859,bus
2401_s_1st_and_oltorf,30.24193,-97.759656,bus
2201_s_1st_and_live_oak,30.244369,-97.757657,bus
1801_s_1st_and_annie,30.247241,-97.755836,bus
1001_s_1st_and_copeland,30.253611,-97.75294,bus
615_south_1st_and_copeland,30.256192,-97.751284,bus
505_s_1st_and_barton_springs,30.258137,-97.750069,bus
301_s_1st_and_riverside,30.259426,-97.749357,bus
cherrywood_nb_(manor_and_chestnut),30.284437,-97.717846,bus
2709_manor_and_walnut,30.285091,-97.71357,bus
alexander_station_nb_(manor_and_alexander),30.285647,-97.709889,bus
morris_williams_golf_course,30.290077,-97.694633,bus
4601_manor_and_lovell,30.292793,-97.689207,bus
manor_and_pecan_springs,30.301198,-97.684791,bus
manor_at_rogge_nb_(manor_and_rogge),30.30476,-97.68108,bus
5819_manor_and_sweeney,30.30631,-97.680068,bus
university_hills_nb_(manor_and_northeast),30.308569,-97.67035,bus
6699_manor_and_loyola,30.30992,-97.66719,bus
springdale_center_nb_(manor_and_susquehanna),30.312849,-97.665031,bus
delco_center_nb_(pecan_brook_and_springdale),30.317671,-97.659431,bus
5513_pecan_brook_and_tumbleweed,30.313182,-97.653153,bus
purple_sage_nb_(crystalbrook_and_purple_sage),30.308,-97.652679,bus
purple_sage_sb_(crystalbrook_and_purple_sage),30.308573,-97.652374,bus
5600_pecan_brook_and_tumbleweed,30.313092,-97.652605,bus
lbj_high_school_sb_(pecan_brook_and_uray),30.314638,-97.655825,bus
delco_center_sb_(pecan_brook_and_springdale),30.317947,-97.659681,bus
7000_manor_and_susquehanna,30.313865,-97.664697,bus
6650_manor_and_loyola,30.310003,-97.667482,bus
university_hills_sb_(manor_and_northeast),30.3085,-97.671213,bus
6102_manor_and_wheless,30.307941,-97.678194,bus
5900_manor_and_sweeney,30.30659,-97.680101,bus
manor_at_rogge_sb_(manor_and_rogge),30.304383,-97.681613,bus
manor_and_wellington,30.30115,-97.685058,bus
51st_and_manor_sb_(manor_and_51st),30.298358,-97.687017,bus
4500_manor_and_lovell,30.29216,-97.689382,bus
3722_manor_and_tilley,30.290265,-97.695112,bus
3600_manor_and_pershing,30.28934,-97.698275,bus
manor_and_anchor,30.287728,-97.701113,bus
alexander_sb_(manor_and_alexander),30.285663,-97.710921,bus
manor_and_walnut,30.285124,-97.714409,bus
cherrywood_sb_(manor_and_cherrywood),30.284554,-97.717984,bus
dean_keeton_and_dancy_ne_corner,30.284787,-97.721969,bus
400_s_1st_and_riverside,30.259308,-97.749759,bus
500_s_1st_and_barton_springs,30.258081,-97.750396,bus
614_south_1st_and_barton_springs,30.256619,-97.751224,bus
1408_s_1st_and_elizabeth,30.250218,-97.754974,bus
1720_s_1st_and_annie,30.247569,-97.755862,bus
2001_s_1st_and_live_oak,30.244384,-97.757865,bus
2324_s_1st_and_oltorf,30.242264,-97.759614,bus
2522_s_1st_and_herndon,30.239928,-97.761138,bus
3001_s_1st_and_powell,30.235098,-97.764161,bus
3310_s_1st_and_cardinal,30.232131,-97.766035,bus
3818_s_1st_and_ben_white,30.22738,-97.769059,bus
4104_s_1st_and_ben_white,30.225333,-97.770328,bus
4326_s_1st_and_st_elmo,30.221255,-97.772893,bus
4530_s_1st_and_philco,30.218151,-97.774823,bus
5000_s_1st_and_emerald_wood,30.213437,-97.778077,bus
6400_s_1st_and_eberhart,30.200712,-97.785683,bus
william_cannon_and_cooper,30.198565,-97.790913,bus
william_cannon_and_emerald_forest,30.199334,-97.793354,bus
4400_red_river_and_44th,30.303378,-97.72062,bus
4000_red_river_and_40th,30.298607,-97.722783,bus
red_river_and_38th,30.29576,-97.723443,bus
3100_red_river_and_32nd,30.290572,-97.727389,bus
604_barton_springs_and_1st,30.258711,-97.750773,bus
710_bouldin_and_retama,30.257211,-97.755057,bus
1006_bouldin_and_columbus,30.254698,-97.756428,bus
1316_bouldin_and_elizabeth,30.252323,-97.757885,bus
1514_bouldin_and_monroe,30.250809,-97.758737,bus
bouldin_and_annie,30.24878,-97.759825,bus
annie_and_5th,30.249232,-97.761383,bus
1816_s_5th_and_mary,30.248451,-97.762069,bus
5th_and_cumberland,30.239991,-97.766028,bus
1010_cumberland_and_5th,30.240685,-97.767903,bus
2714_raywood_and_locke,30.240225,-97.769008,bus
2866_raywood_and_weathers,30.238767,-97.769729,bus
1003_barton_skyway_and_garden_villa,30.235922,-97.769523,bus
3400_garden_villa_and_cardinal,30.234267,-97.771044,bus
garden_villa_and_south_center_nw_corner,30.231869,-97.772554,bus
garden_villa_and_banister,30.229371,-97.774161,bus
4402_banister_and_casey,30.225327,-97.781084,bus
redd_and_gillis,30.224112,-97.783447,bus
redd_and_clawson,30.225828,-97.78604,bus
1918_redd_and_menchaca,30.228227,-97.789189,bus
redd_and_cactus,30.22897,-97.79075,bus
2222_western_trails_and_pack_saddle,30.230411,-97.793637,bus
2422_western_trails_and_roundup,30.229929,-97.796179,bus
2559_western_trails_and_sagebrush,30.229619,-97.798883,bus
us_290_and_mopac_(walmart),30.233365,-97.82142,bus
western_trails_and_roundup,30.229704,-97.796366,bus
2001_redd_and_menchaca,30.228309,-97.789635,bus
redd_and_russell,30.227114,-97.787154,bus
1301_redd_and_gillis,30.223675,-97.782793,bus
4309_banister_and_casey,30.225706,-97.780674,bus
banister_and_ben_white_se_corner,30.22729,-97.779633,bus
banister_and_summer_oaks,30.229708,-97.777993,bus
3803_garden_villa_and_banister,30.230185,-97.773487,bus
garden_villa_and_south_center,30.231689,-97.772529,bus
3401_garden_villa_and_cardinal,30.23427,-97.77089,bus
1008_barton_skyway_and_locke,30.236267,-97.769888,bus
2901_raywood_and_weathers,30.238523,-97.769749,bus
2801_raywood_and_locke,30.239921,-97.769036,bus
cumberland_and_s._5th,30.239818,-97.766179,bus
s._5th_and_live_oak,30.2461,-97.763411,bus
1901_s_5th_and_mary,30.248199,-97.762089,bus
annie_and_bouldin,30.248678,-97.759937,bus
1601_bouldin_and_monroe,30.250582,-97.758707,bus
1401_bouldin_and_elizabeth,30.252104,-97.757885,bus
1007_bouldin_and_columbus,30.254593,-97.756351,bus
703_bouldin_and_post_oak,30.257521,-97.754706,bus
501_bouldin_and_barton_springs,30.259371,-97.753515,bus
215_cesar_chavez_and_lavaca,30.263819,-97.746366,bus
3805_red_river_and_38th_half,30.296366,-97.723097,bus
3923_red_river_and_40th,30.298741,-97.722544,bus
4309_red_river_and_44th,30.303319,-97.720483,bus
airport_and_52nd,30.312952,-97.715184,bus
5315_airport_and_53rd_half,30.314806,-97.714617,bus
5617_airport_and_koenig,30.31844,-97.712869,bus
5815_airport_and_koenig,30.32197,-97.714031,bus
1605_cesar_chavez_and_comal,30.258279,-97.728156,bus
gardner_and_jain_ln.,30.259882,-97.681633,bus
1600_cesar_chavez_and_comal,30.25853,-97.72848,bus
1200_cesar_chavez_and_waller,30.259911,-97.732463,bus
1000_cesar_chavez_and_san_marcos,30.260578,-97.73438,bus
3513_jefferson_and_35th,30.30833,-97.751132,bus
bull_creek_and_39th,30.311658,-97.752215,bus
4419_bull_creek_and_45th,30.318984,-97.754302,bus
5017_bull_creek_and_fresco,30.327083,-97.749386,bus
2824_hancock_and_bull_creek,30.328576,-97.750935,bus
