name,geometry
Scofield Farms Neighborhood Park,"MULTIPOLYGON (((626537.566663308 3365536.078991913, 626547.9834234065 3365556.4270766526, 626567.7963011517 3365595.129113889, 626578.2866060107 3365615.6207987447, 626597.9845582371 3365654.0987603446, 626608.4087930351 3365674.461363548, 626614.5089445323 3365686.3770865146, 626645.028263167 3365670.7537815613, 626647.5652410436 3365669.345247567, 626658.9297772006 3365691.5503813303, 626666.9580170447 3365708.5781951817, 626666.8999861035 3365718.3229074865, 626666.736998459 3365745.703322912, 626666.7231825677 3365747.8188623083, 626660.9488966841 3365771.6925804634, 626657.1352172076 3365787.4700974766, 626677.8292021595 3365792.290296898, 626650.5846260263 3365905.315355668, 626630.6292030882 3365900.6680362877, 626629.7257594465 3365900.8076380915, 626629.6319890206 3365901.1952572465, 626626.6170909356 3365913.6608410357, 626617.9238596613 3365928.3354919087, 626616.5232270649 3365930.7054170817, 626605.6299023465 3365937.6072528, 626593.534232506 3365945.2706943895, 626574.5791929222 3365958.7200762373, 626556.9779303884 3365971.2143165073, 626539.476253567 3365983.6340459916, 626522.1106342291 3365995.9607214993, 626503.6753660484 3366009.0411847215, 626497.3900459042 3366022.744543281, 626488.2071179815 3366042.7677267985, 626476.1116471381 3366069.1325153187, 626470.63974951 3366081.0613684547, 626473.2387664957 3366081.4614717755, 626491.5020473183 3366080.5256679077, 626476.1994646885 3366119.0432975427, 626488.2907274328 3366151.6460643234, 626477.2279461487 3366153.463264985, 626472.9286235493 3366127.295252851, 626469.9152420905 3366134.8723117765, 626457.0488426724 3366140.5029587504, 626467.8113770499 3366165.0714074797, 626476.0495956019 3366168.2899205573, 626521.4840078924 3366138.8775456524, 626529.6566108406 3366119.2323483666, 626530.4005211061 3366112.4997925814, 626533.0313718393 3366088.539291007, 626533.6718606417 3366082.813834537, 626546.0773693569 3366063.88810884, 626560.8234341571 3366041.425674264, 626571.4397831073 3366025.2434829, 626578.2665343074 3366020.9573490284, 626597.6904996947 3366008.718280989, 626601.8330370701 3366007.25678619, 626622.6723692667 3366000.1177573684, 626626.7513867102 3365998.71173294, 626634.8459251226 3365990.664475472, 626640.4318598484 3365985.1071383553, 626645.5238467897 3365979.2726374697, 626658.1664150597 3365964.784543834, 626671.8761163882 3365949.0737181357, 626684.1243826172 3365943.002417026, 626687.1512310328 3365939.2715550438, 626699.4057129241 3365924.2002229323, 626701.4505998328 3365921.682054438, 626706.0229742009 3365894.4854793665, 626709.0892962761 3365876.2375163636, 626713.5652814689 3365849.6242812485, 626735.081031757 3365842.4738947856, 626762.2968737879 3365833.373655301, 626802.6692883448 3365819.9466285133, 626810.2369769146 3365817.431448763, 626809.9267402727 3365809.4926097156, 626815.1940664232 3365807.7978160204, 626793.8546342511 3365739.1283515627, 626816.9134190506 3365734.802877125, 626829.6431787701 3365748.4665017854, 626832.7225229694 3365766.8972567944, 626835.9225462807 3365786.048998313, 626847.9429377833 3365784.040218265, 626850.510292368 3365799.3761023753, 626853.5123069956 3365798.867045354, 626854.209150571 3365803.0340009965, 626854.2946491707 3365803.5512278685, 626862.3200348385 3365802.3097916916, 626885.9312210857 3365798.659344686, 626887.1454740952 3365798.4399588904, 626886.8473613394 3365797.461051223, 626867.1846382782 3365734.077520641, 626850.987079696 3365713.390086008, 626838.9798970111 3365698.054557456, 626828.0627570578 3365701.0738326493, 626815.8435254128 3365703.2832263126, 626811.4734274901 3365704.0739409593, 626816.8680022737 3365638.797051234, 626829.5285447716 3365632.775707822, 626810.9638125607 3365582.222150211, 626802.9628196934 3365568.6862924076, 626781.4338058205 3365532.2643152303, 626769.8637350763 3365512.690330855, 626767.527431716 3365495.5474536004, 626715.0833946613 3365494.534629109, 626701.8588798137 3365494.278231029, 626732.891985094 3365572.3204147792, 626684.5487205724 3365587.9322763006, 626654.220819039 3365517.235952295, 626580.2513992871 3365515.827195041, 626537.566663308 3365536.078991913)))"
Bartholomew District Park,"MULTIPOLYGON (((625454.1042703979 3353271.8536859457, 625460.2285446426 3353271.7147325897, 625469.4196836228 3353271.888961823, 625476.8618952931 3353272.375843506, 625485.0957249637 3353273.2624138235, 625491.7817281573 3353274.2667950313, 625498.684829045 3353275.5669969544, 625505.2782987292 3353277.0669668135, 625510.6332157267 3353278.4802846317, 625537.6504113795 3353285.9828705178, 625542.6293141268 3353287.326890836, 625545.1433804582 3353288.2988743903, 625547.8309184322 3353288.5008033314, 625550.4598440793 3353287.907817022, 625552.8025830827 3353286.577692294, 625554.659227083 3353284.62286338, 625555.8639600478 3353282.2126428294, 625557.8565371525 3353275.0669971947, 625560.1441193081 3353267.5393781634, 625562.6935358194 3353259.8282740037, 625566.8054556529 3353248.5536743943, 625572.0041978696 3353236.2987728147, 625576.954517489 3353225.332797405, 625578.8299834246 3353222.22653675, 625581.9002728533 3353217.429114893, 625587.1730410461 3353209.643324377, 625590.4697094656 3353205.0421179887, 625594.5039785124 3353199.6608614824, 625603.2622712526 3353188.809523392, 625607.7456747222 3353183.5978612946, 625612.0949528057 3353178.7431081277, 625620.2175203924 3353170.167545673, 625627.1752270971 3353163.280278369, 625629.5183241516 3353161.24330866, 625637.5234108892 3353154.7135060774, 625646.2781819173 3353148.253132228, 625651.851564079 3353144.4789205906, 625655.8996938425 3353141.900352772, 625660.9498588523 3353138.8490753407, 625670.663946316 3353133.411084973, 625675.1750789442 3353130.516983506, 625678.523695756 3353128.1369498675, 625682.3114359395 3353125.115702696, 625685.5679568688 3353122.260935426, 625689.1442057346 3353118.756315036, 625691.7976522148 3353115.8994205957, 625695.2125596774 3353111.8095226404, 625698.777889902 3353106.953651282, 625701.6386599601 3353102.521456917, 625715.9766951376 3353106.8781967983, 625733.3407081469 3353112.4566384377, 625788.311171191 3353104.8298530607, 625829.7906334252 3353099.0714359544, 625850.7115449661 3353096.1672126395, 625881.3747189709 3353091.912597301, 625922.9730138233 3353086.1405180506, 625922.2791641422 3353076.9297836227, 625921.5611651856 3353067.395872133, 625920.8577505982 3353058.032568046, 625919.8050119195 3353046.391028829, 625917.9904324766 3353027.608511647, 625917.1440087856 3353021.0654168366, 625916.3596555466 3353015.00292237, 625916.1000214511 3353011.252215957, 625915.8254815157 3353006.8220495987, 625915.3585160945 3352999.296699487, 625916.6574436609 3352990.2044930817, 625917.2457574424 3352987.813203986, 625918.408033257 3352980.7442960264, 625918.2882102262 3352966.2643946037, 625918.24765652 3352961.393105465, 625918.7833685963 3352958.3388161124, 625920.0283416922 3352951.237600023, 625921.1373247032 3352948.2421967024, 625925.2048376484 3352937.262502174, 625926.1965864737 3352934.2471338147, 625928.8340799538 3352923.6239927136, 625925.0793509629 3352915.1546213883, 625917.4727775388 3352898.0094846967, 625915.5927076817 3352894.7926456784, 625908.5099859473 3352897.0724469842, 625901.3656895428 3352899.2639084877, 625894.0016454207 3352901.400861137, 625886.6562349354 3352903.4179961053, 625875.3498930014 3352906.296384555, 625865.4640371501 3352908.5946550276, 625852.4836197016 3352911.299725195, 625845.5282422059 3352912.610650865, 625836.8101757545 3352914.1146108042, 625826.7803695772 3352915.655204961, 625818.9391332237 3352916.7178820046, 625807.4301395202 3352918.060977162, 625796.7861112724 3352919.071925459, 625787.9428015759 3352919.7452866365, 625777.5487456205 3352919.978644847, 625761.4020079738 3352920.2876286246, 625745.2538738572 3352920.5968289636, 625726.5271650916 3352920.9553501485, 625691.6142360076 3352921.62363483, 625671.6976119248 3352922.0049997033, 625640.3946336518 3352922.604252065, 625617.3026274295 3352923.0462310095, 625597.7034060935 3352923.42151303, 625587.6647211942 3352923.61362621, 625576.676143634 3352923.824150586, 625560.3292813465 3352924.1370743765, 625550.2174578549 3352924.2599868737, 625542.1979397443 3352924.4799111774, 625532.9673326865 3352924.9457204295, 625520.4248464917 3352925.9541720035, 625509.4029519269 3352927.19351316, 625503.6902147192 3352927.967987152, 625489.1784401736 3352930.353894039, 625482.2189982785 3352931.708059153, 625479.0725043756 3352932.3651694753, 625472.7840132108 3352933.7691273238, 625466.0383951858 3352935.404853592, 625459.7822204485 3352937.039396114, 625451.4712476758 3352939.3956965464, 625445.3382046373 3352941.2709126766, 625438.4437009976 3352943.5202051913, 625428.3732905035 3352947.0715110633, 625420.0334697221 3352950.797844359, 625410.3387690608 3352955.1296886364, 625402.6177151238 3352958.5795807107, 625395.3155373714 3352961.842368036, 625388.3179668875 3352964.968843034, 625378.5801052023 3352969.319911925, 625365.5216702567 3352975.154645787, 625348.8959318695 3352982.5833508046, 625333.9059146071 3352989.2810216374, 625294.167534364 3353007.0366752343, 625274.0249888084 3353017.8747259476, 625254.6728090958 3353030.0681089307, 625236.2020477856 3353043.559453746, 625218.6996101012 3353058.285283306, 625209.3931550724 3353067.005348191, 625200.4269483758 3353076.074900213, 625191.8141050613 3353085.4806729686, 625189.7863375874 3353088.1438289834, 625176.0505433698 3353106.1821667566, 625148.9592338582 3353141.941117566, 625120.4450027412 3353179.578293374, 625124.8081606439 3353187.8684345894, 625127.2588669484 3353192.5248710145, 625130.7773835118 3353199.2103775097, 625139.1943082946 3353214.758433875, 625153.1062589446 3353241.6371339927, 625162.5236683728 3353259.5307595558, 625168.6702963412 3353271.209808372, 625171.6939801557 3353276.7683641524, 625176.2163644856 3353285.3972333367, 625188.9884463267 3353309.8161891596, 625194.364563006 3353320.0244868034, 625201.4271758576 3353332.8950388087, 625208.0931223361 3353344.963809742, 625218.9497282956 3353364.6180990757, 625220.4999167856 3353367.025141701, 625222.6624269951 3353368.906545077, 625225.2616010671 3353370.1090696002, 625228.0951317595 3353370.540696229, 625230.9340534867 3353370.1617271267, 625233.556362567 3353369.011172651, 625249.8300873474 3353359.41777864, 625257.5318489674 3353354.9206237765, 625264.6215340667 3353350.7810195615, 625271.648372774 3353346.678080091, 625296.5303104244 3353334.0952161727, 625316.9414699728 3353323.7731045457, 625332.3375650153 3353315.9871759745, 625335.4249105456 3353314.4256712664, 625338.1887633901 3353312.977011028, 625345.4452793844 3353309.119240419, 625362.0244088451 3353300.305537139, 625377.059183879 3353292.2863424695, 625382.3424339041 3353289.652686498, 625386.5956655946 3353287.6810643575, 625392.3448451161 3353285.224897228, 625398.6514843883 3353282.7939133686, 625405.9647824948 3353280.2930296413, 625412.0866383789 3353278.4674520437, 625417.447322988 3353277.0560432915, 625423.736788285 3353275.6168831936, 625434.4163444478 3353273.708897685, 625440.3700232024 3353272.9228858086, 625446.7330786879 3353272.3014553115, 625454.1042703979 3353271.8536859457)))"
Marble Creek Greenbelt,"MULTIPOLYGON (((621952.7752310712 3337418.2165654856, 621938.9389069 3337343.298975932, 621916.1085276997 3337303.697943047, 621901.84127936 3337270.0273131453, 621850.7729517634 3337175.6715855943, 621823.5126986308 3337125.304826379, 621775.1355265428 3337148.899747028, 621768.9469580188 3337151.9181619976, 621737.9207608512 3337168.284890311, 621733.8329649499 3337170.6712190406, 621730.7839826426 3337172.719149951, 621727.7151699004 3337175.04158823, 621724.2232353572 3337178.0507265883, 621722.2371520093 3337179.963137836, 621719.9386000771 3337182.3884146274, 621717.5687936738 3337185.1672192826, 621715.3178380778 3337188.12264297, 621712.7262568877 3337192.009923009, 621710.7290078659 3337195.474068283, 621708.3157590167 3337200.450218728, 621705.9095038031 3337206.868994952, 621704.4834242077 3337212.089605125, 621704.0428009421 3337214.153840131, 621700.9167066808 3337233.0520165795, 621696.2233916469 3337261.739938831, 621694.9216509173 3337272.0933545, 621694.6659612599 3337274.836010708, 621694.5122282612 3337277.586266486, 621694.460663833 3337280.3403328606, 621694.3304844744 3337283.9631650955, 621694.3628012349 3337287.5881914487, 621694.5575490717 3337291.208127052, 621695.0460550925 3337298.225420265, 621696.4615568487 3337309.035249234, 621698.5238488406 3337319.1092414493, 621701.374979607 3337329.308942182, 621703.2386099187 3337334.671485508, 621706.104337178 3337341.8218050906, 621709.8064910511 3337350.3202902838, 621719.0273772684 3337371.1667799028, 621721.5686888001 3337377.7253565784, 621722.8136841417 3337381.4071073732, 621724.3381158046 3337386.5297434437, 621725.4426070008 3337386.353219632, 621800.7007995261 3337373.860781372, 621801.4720810682 3337382.982536456, 621796.1450246652 3337397.254620898, 621828.9688204 3337409.488838677, 621842.1724299552 3337417.692627721, 621879.3013538367 3337431.490539804, 621863.7153807537 3337464.763896714, 621858.0295429343 3337493.4080255153, 621860.9058854257 3337550.596046921, 621845.6394880471 3337579.624234135, 621808.7998808861 3337655.918797553, 621775.5501324611 3337675.1982960217, 621764.244167604 3337685.9426673264, 621753.2063983111 3337696.4367810315, 621741.99086113 3337707.0947530027, 621750.1949003997 3337724.022047969, 621791.2179794149 3337808.6653067614, 621849.1684742097 3337779.642933995, 621879.3288004408 3337767.062658795, 621865.7370599482 3337733.2174142683, 621846.3420887913 3337707.2829276994, 621846.2557483644 3337685.777661861, 621885.2240813633 3337647.3551877947, 621918.090228663 3337591.3569156635, 621944.0534702387 3337548.975844806, 621950.8007973552 3337527.9569008457, 621948.133252195 3337467.413140418, 621952.7752310712 3337418.2165654856)), ((622087.1315689612 3338650.9917257037, 622123.477881453 3338605.347596753, 622123.7883284295 3338584.2005588487, 622077.1870758468 3338619.525239537, 622034.4762150974 3338621.0618741093, 622024.6722250644 3338554.5870024143, 621973.8235286581 3338486.1466024616, 621965.8581645 3338456.048598235, 621966.1443822827 3338443.2579129427, 621978.3047106322 3338423.1049559824, 621976.4315179111 3338414.8986686845, 621970.6625024094 3338414.2096995865, 621958.3831849681 3338419.4877052004, 621946.5048787432 3338389.59876453, 621926.2219167887 3338341.4247200037, 621930.1054931227 3338328.480745292, 621911.4934889001 3338294.0615676865, 621908.0011606907 3338276.1070836564, 621897.2663608799 3338253.4722120226, 621980.133442799 3338231.0513668475, 622206.8680824693 3338169.704898596, 622275.3817299975 3338152.4296386195, 622633.735111014 3338063.502198594, 622674.7188144565 3338053.331903689, 622911.7219931278 3338006.910135969, 622899.7085370605 3337978.7556999624, 622886.6979206379 3337951.0479563107, 622872.7067214592 3337923.8222083026, 622869.4266114528 3337917.7142087407, 622865.7749641042 3337910.9145534774, 622766.6092299374 3337936.229240068, 622604.2426296098 3337951.9844858227, 622210.7297069622 3337991.0555444276, 622209.2092674284 3337975.8952218564, 622172.5607136933 3337979.5707274275, 622140.4405774005 3337997.5961615704, 622147.8971827162 3338010.8832183685, 621870.7421139209 3338166.419104238, 621867.0476807759 3338150.060702716, 621829.6746407839 3338132.012725837, 621829.930025162 3338096.1099953116, 621845.5009268636 3338083.67433874, 621881.2729264939 3338065.007744197, 621920.4586432723 3338044.5598071143, 621930.8688284039 3338011.2842013375, 621947.9201229824 3337956.7808699245, 621938.5050731705 3337928.9060095935, 621924.255541876 3337886.704681878, 621913.8510560852 3337819.8578729075, 621902.4608048567 3337809.485000133, 621896.4969566506 3337804.0533412453, 621875.9944825205 3337814.4402523553, 621868.2768319024 3337818.350499974, 621824.3835031475 3337840.5877495115, 621820.6458965755 3337842.4804437966, 621773.4543216892 3337866.391616941, 621765.7247110441 3337870.305006999, 621713.4113884465 3337896.8085446605, 621712.3483640725 3337897.358010334, 621711.2641191122 3337897.9137353697, 621710.1830112335 3337898.472521611, 621709.1020150592 3337899.040405222, 621707.8816933217 3337899.686287377, 621706.952307934 3337900.1914198366, 621705.8805587017 3337900.7713885275, 621704.8088474562 3337901.354456325, 621703.7463452442 3337901.9465099894, 621702.420610472 3337902.688072562, 621699.954656123 3337904.076534829, 621701.8689157214 3337906.5967340623, 621723.4492003915 3337934.579475096, 621681.6826923947 3337966.789723232, 621657.5134585096 3337940.267440171, 621654.2211889423 3337936.9327449324, 621651.2591933566 3337939.380852858, 621650.354949865 3337940.1995362667, 621649.5049940322 3337940.9688601694, 621648.5588101896 3337941.8490499742, 621647.6638757198 3337942.676717978, 621646.7688425097 3337943.5044871494, 621645.8831181452 3337944.3412411045, 621644.9491677391 3337945.224280417, 621644.1209166311 3337946.0268339394, 621643.2475384686 3337946.8756347834, 621642.3680252851 3337947.7215114096, 621641.5100291617 3337948.585321716, 621640.64286214 3337949.443245268, 621639.7817669163 3337950.307093623, 621638.9238087977 3337951.1740031233, 621638.0689498932 3337952.0408745417, 621637.220263972 3337952.9137695273, 621636.3715528757 3337953.7927640392, 621635.529038869 3337954.671582553, 621634.6895999704 3337955.5565625457, 621633.853296971 3337956.44450369, 621633.0230302854 3337957.335470379, 621632.1958995936 3337958.229398329, 621631.3688068324 3337959.126425342, 621630.5508862429 3337960.0294391015, 621629.7330644699 3337960.932351706, 621628.9213169946 3337961.841388968, 621628.1127054192 3337962.7533873767, 621627.3071310588 3337963.668448141, 621626.5047292851 3337964.5894692866, 621625.7084271132 3337965.510515622, 621624.9151976401 3337966.437523448, 621623.5933781355 3337967.995832021, 621565.0249366184 3338037.6357663544, 621564.2409789688 3338038.568759401, 621563.4630957004 3338039.5078771757, 621562.6883483209 3338040.449956185, 621561.9197979749 3338041.3918591444, 621561.1512235957 3338042.339961607, 621560.3887855745 3338043.2910884577, 621559.6293822536 3338044.245077658, 621558.8762531818 3338045.2051891405, 621558.1261233061 3338046.165263945, 621557.3790292436 3338047.1283009765, 621556.6381716069 3338048.0943612824, 621555.9003877877 3338049.066483039, 621555.1656018643 3338050.0384680172, 621554.436953592 3338051.013577365, 621553.7114779102 3338051.994647064, 621552.9890014237 3338052.975679969, 621552.2727978785 3338053.9627351565, 621551.5595316506 3338054.9528538887, 621550.8494631799 3338055.942833504, 621550.1454690847 3338056.93893772, 621549.4444729743 3338057.934905262, 621548.7497510061 3338058.936995071, 621548.0580270237 3338059.9389480916, 621547.3694782305 3338060.9470614376, 621546.686926391 3338061.9550012667, 621546.0075498353 3338062.9691013102, 621545.3342702134 3338063.983026614, 621544.661065431 3338065.0030503105, 621543.9970593239 3338066.0230610734, 621543.3360891108 3338067.0460342723, 621542.6781547901 3338068.071969906, 621542.0233576462 3338069.10096652, 621541.3776946921 3338070.13285089, 621540.732169754 3338071.1678331904, 621540.0926798659 3338072.205740971, 621539.4563271506 3338073.246709952, 621538.826009481 3338074.2906045225, 621538.1987909704 3338075.334461176, 621537.577845482 3338076.3843400935, 621536.9598003918 3338077.4342833, 621536.3480271146 3338078.4901490016, 621535.739253011 3338079.545977893, 621535.1366151369 3338080.604831026, 621534.5370132386 3338081.6666466966, 621533.9405104981 3338082.7284242255, 621533.3501807853 3338083.7962254533, 621532.7629502269 3338084.8639885364, 621532.181754701 3338085.9346773108, 621531.6067954754 3338087.0083891046, 621531.0347734449 3338088.0851646415, 621530.4659872581 3338089.1649000477, 621529.9031993878 3338090.244561906, 621529.3435854863 3338091.3302839696, 621528.7899698043 3338092.4159325953, 621528.2425892071 3338093.504504356, 621527.6328334722 3338094.724923979, 621527.1570015042 3338095.6877346537, 621526.621792246 3338096.7822563555, 621526.092819275 3338097.87980118, 621525.5668834734 3338098.98040841, 621525.0439456212 3338100.0808789404, 621524.5272439547 3338101.184372591, 621524.0165774996 3338102.290791812, 621523.5090480963 3338103.4002721063, 621523.0076169734 3338104.5096777333, 621522.5093217909 3338105.622044553, 621522.0170628275 3338106.7374368175, 621521.5279398969 3338107.8557903874, 621521.0448151663 3338108.9740703963, 621520.5649276545 3338110.0954102543, 621520.0910751513 3338111.219675678, 621519.6233209171 3338112.3438664298, 621519.1587039192 3338113.4711182513, 621518.700083906 3338114.598196629, 621518.2446390472 3338115.7314351914, 621517.7952925485 3338116.8645990794, 621517.3490438681 3338117.9976249267, 621516.4955145451 3338120.220704282, 621513.4575026475 3338128.2122263485, 621456.7094606664 3338277.479125448, 621453.4972341381 3338285.9329235437, 621442.187880087 3338317.5260244855, 621445.7179015342 3338326.046542331, 621460.907012487 3338352.8835416804, 621469.6550921841 3338369.4070490315, 621479.2518792435 3338387.5385443247, 621483.9316526889 3338396.3771262355, 621486.538328006 3338400.9287790796, 621494.1062184446 3338414.1540849656, 621502.4116362233 3338428.628988019, 621525.7170452613 3338468.085863634, 621545.5873865413 3338501.727011072, 621548.1188192897 3338508.3459239076, 621549.0441526743 3338508.2522900896, 621545.3734770215 3338488.0061924392, 621571.3578197284 3338453.677184849, 621641.096736261 3338361.5421677693, 621707.592438208 3338367.986264639, 621743.2847067441 3338348.979528741, 621784.0509090701 3338354.550527137, 621818.3595267187 3338371.6025435734, 621892.981306797 3338408.690770827, 621925.068203962 3338436.905316561, 621926.1628972369 3338439.387077399, 621974.6673651937 3338549.3437399077, 621994.8212428202 3338595.031421862, 622056.7526420319 3338735.426581368, 622051.6639629604 3338773.0295372508, 622062.7639466702 3338802.4775228854, 622081.6527143059 3338852.5888099703, 622147.4357205547 3338792.929698601, 622165.079261525 3338773.1904358314, 622133.0475260818 3338771.4645241247, 622105.7426816303 3338738.7550510485, 622104.3906440773 3338685.280367763, 622087.1315689612 3338650.9917257037)))"
