name,total_docks,trips_per_dock,ebs_station,transit_nearby,jobs_nearby,housing_nearby,low_income_access_score,amenities_nearby,park_area_nearby,bike_infra_score,retail_nearby,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_dist_3_nearest_m,is_ut,lat,lon
e_8th_lavaca,7,215.57142857142856,0,3.02110974443867,1.2855267842360683,-0.5530842280661995,1.0,-0.8764376873732822,-0.39593628305513434,2.0,-0.4241784932703301,-0.7480784666038818,1.0206414913751949,2.290240872055278,-0.8299517123262727,0,30.27059,-97.74441
south_congress_academy,11,189.72727272727272,0,-0.5374980526915426,-0.24164473930023173,-0.5530842280661995,1.0,0.15382375737571893,-0.39593628305513434,3.0,-0.19919984490595613,-1.1281253319938982,0.4465306524766477,-0.30656767578692684,-0.6669692997525797,0,30.25226,-97.74854
e_8th_red_river,11,186.9090909090909,0,-0.09267207805026602,0.08265675970165029,0.02339822243821874,1.0,-0.10374160381153133,-0.39593628305513434,2.0,0.9819380590070069,-0.7883267744453185,1.0206414913751949,1.6410387350947269,-0.7802494976687426,0,30.26854,-97.73646
south_congress_elizabeth,11,178.63636363636363,0,-0.5374980526915426,-0.3850492380597214,-0.5530842280661995,1.0,-1.3915684097477827,-0.39593628305513434,3.0,0.19451278973169822,-0.4101088284827569,-0.12758018642189942,-0.9557698127474781,-0.2931331586537094,0,30.24891,-97.75019
e_6th_chicon,11,171.63636363636363,0,-0.09267207805026602,-0.48906069378648376,-0.5530842280661995,2.0,0.6689544797502195,-0.39593628305513434,2.0,-0.649157141634704,-1.8505796588332009,-0.12758018642189942,-0.5229683881071105,-0.634018148730351,0,30.259718,-97.723198
e_2nd_pedernales,11,162.0909090909091,0,-0.5374980526915426,-0.5745850635285891,1.2491230443845063,3.0,-0.8764376873732822,-0.39593628305513434,2.0,-0.48042315536142355,0.9035012074050084,-1.2758018642189937,-0.9557698127474781,0.9007869352520771,0,30.25542,-97.71665
e_13th_trinity_waterloo_greenway,11,154.0909090909091,0,-0.09267207805026602,-0.4470760031858139,-0.5530842280661995,1.0,-1.1340030485605324,-0.39593628305513434,3.0,-0.761646465816891,-1.1273948387181907,-0.12758018642189942,0.12623374885344063,-0.634703830636015,0,30.2741,-97.73666
w_6th_west,15,152.4,0,0.35215389659101054,0.18407656786047008,-0.5530842280661995,1.0,0.15382375737571893,-0.0799889734627893,2.0,0.8132040727337265,-0.24900277494332224,1.0206414913751949,0.5590351734938082,-0.6471069198737116,0,30.27041,-97.75046
e_10th_red_river,15,149.26666666666668,0,-0.5374980526915426,-0.10169577063133219,0.02339822243821874,1.0,-0.6188723261860319,-0.39593628305513434,2.0,-0.14295518281486266,-0.7883267744453185,1.0206414913751949,0.9918365981341756,-0.7199158813302631,0,30.27024,-97.73578
e_4th_chicon,19,141.73684210526315,0,-0.09267207805026602,-0.5716478629515874,-0.5530842280661995,2.0,0.6689544797502195,-0.39593628305513434,2.0,-0.649157141634704,-1.8505796588332009,-0.12758018642189942,-0.7393691004272943,-0.7627385750961087,0,30.25987,-97.72373
e_11th_salina,11,121.0909090909091,0,0.35215389659101054,-0.557480189580168,-0.5530842280661995,2.0,-0.8764376873732822,-0.39593628305513434,2.0,-0.8178911279079845,0.6227309274768144,-0.7016910253204465,-0.5229683881071105,0.5334197421732494,0,30.26638,-97.7214
one_texas_center,15,113.53333333333332,0,1.6866318205148403,-0.5642184732568187,-0.5530842280661995,1.0,-0.8764376873732822,-0.07369926114509506,3.0,-0.536667817452517,-0.7493377529430311,0.4465306524766477,-0.09016696346674309,-0.7159510206188343,0,30.257653,-97.74898
rosewood_angelina,11,104.8181818181818,0,-0.5374980526915426,-0.5858155363230069,0.6390590919089567,2.0,-0.10374160381153133,-0.39593628305513434,2.0,-0.4241784932703301,0.6227309274768144,-0.12758018642189942,-0.5229683881071105,0.1920022555727939,0,30.26888,-97.72431
e_11th_san_jacinto,11,100.54545454545456,0,-0.09267207805026602,0.9351360330502309,-0.5530842280661995,3.0,-0.3613069649987816,-0.39593628305513434,3.0,-0.8178911279079845,-0.9366465597601965,2.7429740080708362,0.9918365981341756,-0.8542247502919283,0,30.27193,-97.73854
e_12th_san_jacinto_state_cap_visitors_garage,11,99.36363636363636,0,0.35215389659101054,-0.31697529527509616,-0.5530842280661995,2.0,-0.8764376873732822,-0.39593628305513434,2.0,-0.761646465816891,-1.1273948387181907,1.0206414913751949,0.9918365981341756,-1.012373101375869,0,30.273499,-97.738097
e_8th_trinity,15,95.66666666666669,0,1.2418058458735637,3.0246950788300717,0.02339822243821874,1.0,-0.8764376873732822,-0.39593628305513434,3.0,1.3194060315535678,-0.6524424922367292,2.168863169172289,1.424638022774543,-0.6997383487066178,0,30.26895625697814,-97.7386856328997
e_11th_waller,11,84.63636363636364,0,-0.09267207805026602,-0.5339825849641552,-0.5530842280661995,2.0,-0.8764376873732822,-0.39593628305513434,3.0,-0.2554445069970496,-0.5408400927127409,-0.12758018642189942,-0.09016696346674309,-0.12609748567846304,0,30.26899800040119,-97.72843433423913
