name,total_docks,trips_per_dock,ebs_station,transit_nearby,jobs_nearby,housing_nearby,low_income_access_score,amenities_nearby,park_area_nearby,bike_infra_score,retail_nearby,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_dist_3_nearest_m,is_ut,lat,lon
w_28th_rio_grande,7,3299.714285714286,0,-0.5374980526915426,-0.4961445304721935,0.959948999633099,2.0,-0.10374160381153133,-0.17099048020013305,3.0,-0.4241784932703301,0.05802815185183768,-0.7016910253204465,-0.7393691004272943,0.4778115094543857,1,30.29333,-97.74412
w_22_5_rio_grande,5,2588.4,0,-0.9823240273328191,-0.4740291378924168,1.8685151918520364,2.0,3.502173452809972,-0.39593628305513434,3.0,-0.4241784932703301,-0.9439279438127848,1.0206414913751949,0.3426344611736244,-0.7901395048393204,1,30.2862,-97.74516
e_21st_speedway_pcl,17,2579.470588235294,0,-0.9823240273328191,-0.603265963280487,-0.5530842280661995,2.0,-0.10374160381153133,-0.39593628305513434,3.0,-0.536667817452517,-0.7592761945260684,-0.7016910253204465,0.12623374885344063,-0.26163588933327564,1,30.283,-97.7375
w_26th_nueces,13,2532.3076923076924,0,0.7969798712322871,-0.5241343242059734,1.4114336372449734,2.0,1.1840852021247201,-0.39593628305513434,3.0,-0.19919984490595613,-0.35111392370672917,-0.12758018642189942,0.12623374885344063,-0.27507011410799204,1,30.29068,-97.74292
w_23rd_san_gabriel,11,2505.454545454545,0,-0.9823240273328191,-0.5011550491035491,0.39466038311905766,2.0,1.4416505633119703,-0.39593628305513434,3.0,-0.7054018037257974,-0.37894695826613245,-0.12758018642189942,-0.30656767578692684,-0.24751324281957557,1,30.2874,-97.7478
w_21st_guadalupe,11,1966.0,0,0.7969798712322871,-0.32475023797892394,0.6670436768848993,2.0,2.471912008060971,-0.39593628305513434,3.0,0.30700211391388516,-0.8502573473038467,0.4465306524766477,0.5590351734938082,-0.7395389997755549,1,30.28395,-97.74198
dean_keeton_speedway,23,1449.6521739130435,0,2.576283769797393,-0.6074125993891951,-0.5530842280661995,2.0,-1.1340030485605324,-0.39593628305513434,3.0,-0.8178911279079845,0.1828141226022988,-0.12758018642189942,0.3426344611736244,-0.054456366256687636,1,30.28953,-97.73695
w_21st_university,19,1332.3157894736842,0,-0.09267207805026602,-0.5205060176108538,-0.5530842280661995,2.0,-0.10374160381153133,-0.39593628305513434,3.0,-0.48042315536142355,-0.7592761945260684,0.4465306524766477,0.3426344611736244,-0.836711468031103,1,30.28354,-97.73953
guadalupe_west_mall_university_co_op,15,1244.9333333333334,0,0.7969798712322871,-0.4864690462185412,0.9207705806667792,2.0,1.6992159244992207,-0.39593628305513434,3.0,0.19451278973169822,-0.8502573473038467,0.4465306524766477,0.5590351734938082,-0.7152670816380549,1,30.285664,-97.741792
dean_keeton_whitis,19,1218.5263157894738,0,0.7969798712322871,-0.5132494044206145,-0.5530842280661995,2.0,-0.6188723261860319,-0.39593628305513434,3.0,-0.030465858632675702,-0.35111392370672917,-0.12758018642189942,0.7754358858139918,-0.3491317628653223,1,30.2898,-97.74041
w_22nd_pearl,23,1062.1304347826087,0,-0.5374980526915426,-0.47817577400112493,1.0588278665480964,2.0,0.9265198409374698,-0.39593628305513434,3.0,-0.649157141634704,-0.9439279438127848,-0.12758018642189942,-0.09016696346674309,-0.6096604326962346,1,30.2853,-97.7467
rainey_cummings,19,800.2631578947369,0,-1.4271500019740957,-0.49286177688613286,-0.5530842280661995,2.0,-0.10374160381153133,0.5652159172111059,3.0,-0.5929124795436105,1.931401829228307,-1.2758018642189937,-0.9557698127474781,0.934554724685511,0,30.255906,-97.739949
w_3rd_west,11,671.0,0,-0.09267207805026602,-0.12519337524734495,-0.5530842280661995,1.0,1.1840852021247201,0.07782965321287667,3.0,0.5882254243693525,-0.47775004293752643,1.0206414913751949,0.5590351734938082,-0.7774909024660871,0,30.2678,-97.75189
w_3rd_nueces,11,613.0909090909091,0,0.35215389659101054,0.24696721550921014,2.245374269528064,1.0,1.4416505633119703,-0.04947058059735741,3.0,1.4881400178268482,-0.3072124835869158,0.4465306524766477,1.424638022774543,-0.4495929761011738,0,30.26697,-97.74929
riverside_south_lamar,19,582.3684210526316,0,-0.9823240273328191,-0.18169129222849328,-0.5530842280661995,1.0,1.1840852021247201,1.489050634183984,3.0,-0.48042315536142355,0.21963922291701968,-0.7016910253204465,-0.5229683881071105,0.23506886133375002,0,30.26446,-97.75665
e_6th_medina,11,572.1818181818181,0,-0.09267207805026602,-0.040360111523357695,-0.5530842280661995,2.0,0.15382375737571893,-0.39593628305513434,4.0,0.8132040727337265,1.2755770209846,-1.2758018642189937,0.3426344611736244,0.5558318194179392,0,30.26455,-97.73165
nash_hernandez_east_rbj_south,11,569.3636363636364,0,-0.5374980526915426,-0.605339281334841,0.07750175339170783,3.0,-1.1340030485605324,1.2931393836124234,4.0,-0.9303804520901714,2.646351578987773,-1.2758018642189937,-1.6049719497080293,2.6934412926666873,0,30.252,-97.7346
plaza_saltillo,15,502.8,0,-0.5374980526915426,-0.311100894121093,2.5084293683019245,2.0,0.15382375737571893,-0.39593628305513434,3.0,1.2631613694624744,-0.07207910566288675,-0.7016910253204465,-0.30656767578692684,-0.11512347486708417,0,30.26217,-97.72743
lakeshore_lady_bird_ln,11,474.3636363636364,0,-1.4271500019740957,-0.6037842927940755,-0.5530842280661995,2.0,-1.1340030485605324,-0.3586187997617724,3.0,-0.8741357899990779,2.26459147816825,-1.2758018642189937,-1.6049719497080293,3.204374431213744,0,30.24478312140979,-97.72319224423872
w_7th_congress_w_6th_congress,17,466.4117647058824,1,0.35215389659101054,3.4035939532632775,-0.5530842280661995,1.0,-0.6188723261860319,-0.39593628305513434,3.0,2.894256570104185,-0.7900030123984574,1.5947523302737419,1.6410387350947269,-0.9888435685466481,0,30.26822,-97.74285
e_23rd_san_jacinto_dkr_stadium,23,459.0,0,2.1314577951561167,-0.5405480921362764,-0.5530842280661995,2.0,-0.3613069649987816,-0.39593628305513434,3.0,-0.536667817452517,0.7740513746309933,-0.7016910253204465,-0.09016696346674309,0.22275634003382533,1,30.2856,-97.7335
lakeshore_pleasant_valley,15,448.4,0,-0.5374980526915426,-0.6086220349209016,-0.5530842280661995,2.0,0.15382375737571893,0.7776487360537929,3.0,-0.9303804520901714,2.26459147816825,-1.2758018642189937,-1.6049719497080293,3.8470725770114385,0,30.24258,-97.71726
rainey_driskill,11,444.45454545454544,0,-0.5374980526915426,-0.5132494044206145,-0.5530842280661995,2.0,0.6689544797502195,-0.17843182998444734,2.0,0.02577880345841778,1.8637199604570824,-1.2758018642189937,-0.30656767578692684,0.7666887528538346,0,30.260814,-97.738086
w_5th_bowie,15,436.73333333333335,0,0.35215389659101054,0.6372693392413633,3.7714669702161356,1.0,0.15382375737571893,-0.2132024227266303,3.0,0.3632467760049787,-0.47775004293752643,1.0206414913751949,-0.09016696346674309,-0.7343051974289422,0,30.2696,-97.75332
e_2nd_congress,15,426.6666666666667,0,-0.9823240273328191,0.8841669642140267,-0.5530842280661995,1.0,0.6689544797502195,-0.2493018279302979,3.0,1.713118666191222,-1.009913911180662,0.4465306524766477,1.2082373104543593,-0.8739734381438248,0,30.26408,-97.74355
electric_drive_pfluger_ped_bridge,19,409.3157894736842,0,-0.09267207805026602,-0.49821784852654755,3.7714669702161356,1.0,-0.10374160381153133,0.013271514459078421,3.0,-0.3116891690881431,-0.11216702517252676,0.4465306524766477,0.12623374885344063,-0.5456837396566157,0,30.267064,-97.75482
w_16th_san_antonio,11,380.45454545454544,0,0.35215389659101054,0.12550533282496767,-0.5530842280661995,1.0,-0.10374160381153133,-0.39593628305513434,2.0,-0.5929124795436105,1.751519089764762,-1.2758018642189937,-0.09016696346674309,0.9643837699487915,0,30.27924,-97.74371
lake_austin_blvd_deep_eddy,11,368.8181818181818,0,0.35215389659101054,-0.4391282839774566,-0.5530842280661995,1.0,-1.1340030485605324,-0.39593628305513434,3.0,-0.536667817452517,1.2703826744213553,-1.2758018642189937,-1.3885712373878456,2.2908481208408364,0,30.27807,-97.77272
south_congress_barton_springs,11,363.8181818181818,0,-1.4271500019740957,0.028750490288444546,0.24540926324736362,1.0,-1.3915684097477827,-0.39593628305513434,3.0,-0.2554445069970496,-0.024708260373638026,0.4465306524766477,0.3426344611736244,-0.3053766013860839,0,30.25839,-97.74592
w_4th_congress,15,360.3333333333333,0,-0.5374980526915426,2.37177266821307,0.7286097638319731,1.0,0.6689544797502195,-0.39593628305513434,3.0,3.5691925151973067,-0.5897389463530073,2.168863169172289,1.6410387350947269,-0.7874568502803504,0,30.26634,-97.74378
e_6th_pedernales,11,345.1818181818182,0,-0.9823240273328191,-0.4035363240443785,-0.5530842280661995,2.0,-1.1340030485605324,-0.39593628305513434,2.0,-0.536667817452517,0.9035012074050084,-1.2758018642189937,-1.1721705250676617,0.7803918097167577,0,30.25895,-97.71475
cesar_chavez_congress,11,335.90909090909093,0,-0.09267207805026602,0.49490149950905066,-0.5530842280661995,1.0,0.4113891185629692,-0.24294567498952943,3.0,0.9819380590070069,-1.009913911180662,0.4465306524766477,1.2082373104543593,-0.849615364013033,0,30.26332,-97.74508
barton_springs_bouldin_palmer_auditorium,15,335.8,0,0.35215389659101054,0.02149387709820531,1.2994952973412028,1.0,-0.8764376873732822,2.1003708070900196,3.0,-0.649157141634704,0.36328231663356286,-0.7016910253204465,-0.09016696346674309,0.2610155231634171,0,30.25966,-97.753445
barton_springs_pool,11,328.45454545454544,0,-1.4271500019740957,-0.6027476337668984,-0.5530842280661995,1.0,-0.8764376873732822,4.814580994044306,2.0,-0.761646465816891,0.1180618582145199,0.4465306524766477,-1.1721705250676617,-0.381094918456461,0,30.26452,-97.7712
w_2nd_lavaca_city_hall,19,322.94736842105266,0,0.7969798712322871,0.7868937921639151,0.5010018060276397,1.0,1.1840852021247201,-0.39593628305513434,3.0,2.7255225838309047,-0.5799494889276224,1.0206414913751949,1.8574394474149105,-0.6454363499597221,0,30.26476,-97.74678
dean_keeton_robert_dedman_dr,11,316.0,0,0.7969798712322871,-0.5656006852930547,-0.5530842280661995,1.0,-0.6188723261860319,-0.39593628305513434,3.0,-0.649157141634704,1.1104935499612354,-1.2758018642189937,-1.1721705250676617,0.8471383832968619,1,30.28785,-97.728541
w_9th_henderson,11,310.45454545454544,0,0.35215389659101054,0.4047121641446487,-0.5530842280661995,1.0,-0.8764376873732822,-0.13878892488348718,2.0,0.19451278973169822,-0.24900277494332224,-0.12758018642189942,-0.30656767578692684,-0.36792005873181427,0,30.27217,-97.75246
e_5th_neches_downtown_station,15,294.6,0,-0.09267207805026602,-0.10998904284874846,1.172631845450263,1.0,-0.10374160381153133,-0.39593628305513434,3.0,2.6692779217398113,0.27832050358381993,-0.12758018642189942,1.6410387350947269,-0.16445761351583132,0,30.265843991099903,-97.73891781267967
s_1st_riverside_long_center,15,289.6666666666667,0,1.6866318205148403,-0.42236896303809457,-0.5530842280661995,1.0,-0.6188723261860319,1.1453089972722508,3.0,-0.5929124795436105,-0.7493377529430311,0.4465306524766477,0.12623374885344063,-0.5499820583318938,0,30.259384,-97.749726
dean_keeton_park_place,15,288.8666666666667,0,1.2418058458735637,3.42726433438382,-0.5530842280661995,2.0,-0.10374160381153133,-0.39593628305513434,3.0,-0.9303804520901714,0.4948876177261816,-0.12758018642189942,-0.7393691004272943,-0.06364240897908865,1,30.28931,-97.733037
w_11th_congress_the_texas_capitol,11,283.09090909090907,0,-1.4271500019740957,-0.08925586230520778,-0.5530842280661995,1.0,-0.8764376873732822,-0.39593628305513434,3.0,-0.48042315536142355,-0.2610340784476835,1.0206414913751949,0.9918365981341756,-0.606915829872241,0,30.2726,-97.74127
veterans_atlanta_mopac_ped_bridge,19,280.7894736842105,0,-1.4271500019740957,-0.6086220349209016,-0.5530842280661995,1.0,1.6992159244992207,0.590419060230599,3.0,-0.9303804520901714,1.2703826744213553,-1.2758018642189937,-1.3885712373878456,1.0218854491003944,0,30.274475,-97.769892
hollow_creek_barton_hills,11,277.0,0,-1.4271500019740957,-0.6041298458031344,-0.5530842280661995,1.0,0.4113891185629692,1.2386580726915508,2.0,-0.9303804520901714,0.13894046073217178,-0.12758018642189942,-1.1721705250676617,0.060338224083967024,0,30.26139,-97.77234
south_congress_mary,11,271.72727272727275,0,-0.5374980526915426,-0.4439660261042828,-0.5530842280661995,1.0,0.4113891185629692,-0.39593628305513434,3.0,0.08202346554951126,1.0366720259298676,-1.2758018642189937,-1.1721705250676617,1.1282951895478766,0,30.244961,-97.751272
zilker_park,15,262.6,0,-0.5374980526915426,-0.5998104331898969,-0.5530842280661995,1.0,-1.3915684097477827,4.856726495947728,3.0,-0.8741357899990779,0.1180618582145199,-0.7016910253204465,-0.9557698127474781,0.19479097825848574,0,30.2659,-97.76822
w_6th_lavaca,7,259.42857142857144,0,3.02110974443867,1.5042618389704223,-0.5530842280661995,1.0,0.4113891185629692,-0.39593628305513434,2.0,0.9256933969159135,-0.7480784666038818,1.0206414913751949,2.073840159735094,-0.8391571870117741,0,30.268887,-97.745242
w_8th_congress,11,254.9090909090909,0,0.35215389659101054,3.86058780774382,-0.5530842280661995,1.0,-0.3613069649987816,-0.39593628305513434,3.0,1.3756506936446613,-0.7900030123984574,2.7429740080708362,1.8574394474149105,-0.8179889705875586,0,30.2698,-97.74186
barton_springs_kinney,11,252.1818181818182,0,-0.09267207805026602,-0.46711807771123653,-0.5530842280661995,1.0,0.6689544797502195,-0.38049991162755376,3.0,-0.08671052072376918,1.4926068307331724,-1.2758018642189937,-0.7393691004272943,1.1980609450729802,0,30.262,-97.76118
w_5th_campbell,15,251.7333333333333,0,0.35215389659101054,-0.31369254168903554,-0.5530842280661995,1.0,2.7294773692482215,-0.39593628305513434,3.0,-0.14295518281486266,1.3068295819585223,-1.2758018642189937,-1.3885712373878456,1.7141624681835468,0,30.27489,-97.76483
e_5th_broadway,15,239.53333333333333,0,-0.5374980526915426,-0.4892334702910133,1.5401627281343095,2.0,-0.6188723261860319,-0.39593628305513434,3.0,-0.7054018037257974,1.66357552990606,-1.2758018642189937,-1.3885712373878456,1.900672719021728,0,30.2563,-97.71007
e_11th_san_marcos,11,239.1818181818182,0,-0.09267207805026602,-0.5203332411063243,-0.5530842280661995,2.0,0.6689544797502195,-0.39593628305513434,2.0,-0.536667817452517,-0.5408400927127409,-0.7016910253204465,0.12623374885344063,-0.011495448189556542,0,30.26968,-97.73074
south_congress_james,7,222.28571428571428,0,-0.5374980526915426,-0.40871961918026367,-0.5530842280661995,1.0,-0.3613069649987816,-0.39593628305513434,3.0,0.13826812764060473,-1.1281253319938982,-0.12758018642189942,-0.7393691004272943,-0.6682172387150628,0,30.25103,-97.74926
barton_springs_azie_morton,15,221.86666666666667,1,-1.4271500019740957,-0.6017109747397215,-0.5530842280661995,1.0,0.15382375737571893,2.178660007945826,2.0,-0.8741357899990779,0.13894046073217178,-0.12758018642189942,-0.9557698127474781,-0.2375447270744732,0,30.261881964956064,-97.76897665654796
south_congress_bouldin_creek,15,220.8,0,0.35215389659101054,-0.2993520918130866,-0.5530842280661995,1.0,-0.8764376873732822,-0.39593628305513434,3.0,-0.36793383117923656,0.038781946358961504,0.4465306524766477,-0.09016696346674309,-0.3729836623681032,0,30.25495,-97.74755
e_6th_chalmers,11,219.1818181818182,0,1.2418058458735637,-0.30142540986744065,-0.5530842280661995,3.0,-0.3613069649987816,-0.39593628305513434,2.0,1.6568740041001286,-0.07207910566288675,0.4465306524766477,-0.30656767578692684,-0.5151976441188613,0,30.26269,-97.72438
